Reading Profile files in profile.*

NODE 0;CONTEXT 0;THREAD 0:
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
100.0        0.829            1           1         374       1512 main 
 45.2        0.683        0.683         374           0          2 std::ceil(float) 
  3.0        0.042        0.045           1           1         45 global constructors keyed to num_primes 
  0.2        0.003        0.003           1           0          3 __static_initialization_and_destruction_0(int, int) 

NODE 0;CONTEXT 0;THREAD 1:
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
  1.4        0.194            1          20          60         64 int* std::copy<int*, int*>(int*, int*, int*) 
  1.4        0.198            1          20          60         64 void** std::copy<void**, void**>(void**, void**, void**) 
  1.3        0.078            1          15          15         82 void** std::__uninitialized_copy<true>::uninitialized_copy<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, void**>(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, void**) 
  1.3         0.15            1          15          45         77 void** std::copy<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, void**>(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, void**) 
  1.1         0.05            1           5          15        205 std::set<void*, std::less<void*>, std::allocator<void*> >::insert(void* const&) 
  1.0        0.204        0.952           5          71        190 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_insert_unique(void* const&) 
  1.0        0.025        0.893           5           5        179 std::map<void*, _data_access_log, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::find(void* const&) 
  0.9        0.122        0.868           5          40        174 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::find(void* const&) 
  0.9        0.157        0.804          15          45         54 std::vector<void*, std::allocator<void*> >::~vector() 
  0.9         0.24        0.803          20          80         40 int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*) 
  0.9         0.24        0.798          20          80         40 void** std::__copy_move_a2<false, void**, void**>(void**, void**, void**) 
  0.9        0.149        0.795          15          45         53 std::vector<int, std::allocator<int> >::~vector() 
  0.9        0.193         0.79          15          60         53 void** std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, void**>(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, void**) 
  0.9        0.025        0.787           5           5        157 std::pair<void* const, _data_access_log>::~pair() 
  0.8        0.025        0.748           5           5        150 std::pair<void*, _data_access_log>::~pair() 
  0.8        0.409        0.707          51         102         14 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_key(std::_Rb_tree_node<std::pair<unsigned long const, int> > const*) 
  0.6        0.077        0.582          15          15         39 std::set<int, std::less<int>, std::allocator<int> >::set(std::set<int, std::less<int>, std::allocator<int> > const&) 
  0.6        0.186        0.564           5          65        113 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*, std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*, void* const&) 
  0.6        0.196        0.548          10          70         55 std::vector<int, std::allocator<int> >::_M_check_len(unsigned int, char const*) const 
  0.6        0.192        0.546          10          70         55 std::vector<void*, std::allocator<void*> >::_M_check_len(unsigned int, char const*) const 
  0.6        0.132        0.532          15          30         35 std::_Vector_base<void*, std::allocator<void*> >::_Vector_base(unsigned int, std::allocator<void*> const&) 
  0.6        0.351        0.526          75          75          7 std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) 
  0.6        0.353        0.526          75          75          7 std::_Niter_base<void**>::iterator_type std::__niter_base<void**>(void**) 
  0.6        0.307         0.51          40          80         13 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_key(std::_Rb_tree_node<std::pair<void* const, _data_access_log> > const*) 
  0.6        0.077        0.508          15          15         34 std::set<int, std::less<int>, std::allocator<int> >::~set() 
  0.5        0.165        0.505          15          45         34 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree(std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> > const&) 
  0.5        0.118        0.499          15          30         33 std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned int, std::allocator<int> const&) 
  0.5        0.079        0.457           5          27         91 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, void* const&) 
  0.5        0.149        0.431          15          45         29 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::~_Rb_tree() 
  0.5        0.054        0.425           5          15         85 _data_access_log::_data_access_log() 
  0.5        0.117        0.423          15          30         28 std::_Vector_base<void*, std::allocator<void*> >::~_Vector_base() 
  0.5        0.112        0.416          15          30         28 std::_Vector_base<int, std::allocator<int> >::~_Vector_base() 
  0.4        0.174        0.399          30          30         13 std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) 
  0.4        0.146        0.366          30          30         12 std::_Niter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > > >(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >) 
  0.4        0.146        0.338          25          25         14 std::_Vector_base<void*, std::allocator<void*> >::_M_allocate(unsigned int) 
  0.3        0.128        0.315          25          25         13 std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned int) 
  0.3        0.124        0.312          25          25         12 void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) 
  0.3        0.128        0.309          25          25         12 void std::_Destroy<void**, void*>(void**, void**, std::allocator<void*>&) 
  0.3        0.063        0.286           5          20         57 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_create_node(void* const&) 
  0.3        0.193        0.284          40          40          7 std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*) 
  0.3        0.189        0.278          40          40          7 std::_Miter_base<void**>::iterator_type std::__miter_base<void**>(void**) 
  0.3        0.266        0.266         115           0          2 std::_Iter_base<int*, false>::_S_base(int*) 
  0.3        0.119        0.266          15          30         18 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, false>::_Rb_tree_impl(std::less<int> const&, std::allocator<std::_Rb_tree_node<int> > const&) 
  0.3        0.262        0.262         115           0          2 std::_Iter_base<void**, false>::_S_base(void**) 
  0.3        0.159        0.247          17          34         15 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_key(std::_Rb_tree_node_base const*) 
  0.3        0.147         0.24          20          40         12 std::vector<void*, std::allocator<void*> >::max_size() const 
  0.3        0.142        0.234          20          40         12 std::vector<int, std::allocator<int> >::max_size() const 
  0.2        0.155        0.229          30          30          8 std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) 
  0.2        0.155        0.226          28          28          8 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::end() 
  0.2        0.153        0.225          30          30          8 std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) 
  0.2        0.152         0.22          30          30          7 std::_Iter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, true>::_S_base(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >) 
  0.2        0.143        0.215          30          30          7 std::_Miter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > > >(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >) 
  0.2        0.079        0.208          15          15         14 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, false>::~_Rb_tree_impl() 
  0.2        0.207        0.207          68           0          3 std::_Select1st<std::pair<unsigned long const, int> >::operator()(std::pair<unsigned long const, int> const&) const 
  0.2        0.206        0.206          85           0          2 std::_Select1st<std::pair<void* const, _data_access_log> >::operator()(std::pair<void* const, _data_access_log> const&) const 
  0.2        0.135        0.192          25          25          8 __gnu_cxx::new_allocator<void*>::allocate(unsigned int, void const*) 
  0.2        0.076        0.191          15          15         13 std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) 
  0.2        0.076         0.19          15          15         13 std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() 
  0.2        0.075        0.189          15          15         13 std::_Vector_base<void*, std::allocator<void*> >::_Vector_impl::~_Vector_impl() 
  0.2        0.128        0.188          25          25          8 void std::_Destroy<int*>(int*, int*) 
  0.2        0.127        0.187          25          25          7 __gnu_cxx::new_allocator<int>::allocate(unsigned int, void const*) 
  0.2        0.078        0.187          15          15         12 std::_Vector_base<void*, std::allocator<void*> >::_Vector_impl::_Vector_impl(std::allocator<void*> const&) 
  0.2        0.113        0.183          15          30         12 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_key(std::_Rb_tree_node_base const*) 
  0.2        0.121        0.181          25          25          7 void std::_Destroy<void**>(void**, void**) 
  0.2        0.178        0.178          71           0          3 std::less<void*>::operator()(void* const&, void* const&) const 
  0.2        0.173        0.173          68           0          3 std::less<unsigned long>::operator()(unsigned long const&, unsigned long const&) const 
  0.2         0.11        0.166          25          20          7 std::_Vector_base<void*, std::allocator<void*> >::_M_deallocate(void**, unsigned int) 
  0.2        0.111        0.165          25          20          7 std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int) 
  0.2        0.102        0.151          20          20          8 int* std::__copy_move_a<false, int*, int*>(int*, int*, int*) 
  0.2        0.099        0.149          20          20          7 std::allocator<void*>::~allocator() 
  0.2        0.059        0.149          11          11         14 std::map<unsigned long, int, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::end() 
  0.2        0.147        0.147          60           0          2 std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() 
  0.2        0.072        0.143          10          20         14 __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >::difference_type __gnu_cxx::operator-<void**, std::vector<void*, std::allocator<void*> > >(__gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > > const&, __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > > const&) 
  0.2        0.143        0.143          60           0          2 std::_Vector_base<void*, std::allocator<void*> >::_M_get_Tp_allocator() 
  0.2        0.096        0.143          20          20          7 void** std::__copy_move_a<false, void**, void**>(void**, void**, void**) 
  0.2        0.026        0.142           5           5         28 std::set<int, std::less<int>, std::allocator<int> >::set() 
  0.1        0.134        0.134          51           0          3 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_value(std::_Rb_tree_node<std::pair<unsigned long const, int> > const*) 
  0.1        0.133        0.133          55           0          2 std::vector<int, std::allocator<int> >::size() const 
  0.1        0.094        0.129          15          15          9 std::allocator<std::_Rb_tree_node<int> >::~allocator() 
  0.1        0.127        0.127          55           0          2 std::vector<void*, std::allocator<void*> >::size() const 
  0.1        0.082         0.12          15          15          8 void** std::__copy_move_a<false, void* const*, void**>(void* const*, void* const*, void**) 
  0.1        0.071        0.119          10          20         12 __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) 
  0.1        0.117        0.117          40           0          3 __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >::base() const 
  0.1        0.027        0.116           5           5         23 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree() 
  0.1        0.116        0.116          45           0          3 std::_Rb_tree_iterator<std::pair<unsigned long const, int> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) 
  0.1        0.075        0.115          15          15          8 std::allocator<int>::allocator(std::allocator<int> const&) 
  0.1        0.025        0.115           5           5         23 std::vector<void*, std::allocator<void*> >::vector() 
  0.1        0.078        0.114          15          15          8 std::allocator<int>::~allocator() 
  0.1        0.025        0.114           5           5         23 std::vector<int, std::allocator<int> >::vector() 
  0.1        0.075        0.111          15          15          7 std::vector<void*, std::allocator<void*> >::begin() const 
  0.1        0.076        0.111          15          15          7 std::vector<void*, std::allocator<void*> >::end() const 
  0.1        0.071         0.11          15          15          7 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::end() 
  0.1        0.074         0.11          15          15          7 std::allocator<std::_Rb_tree_node<int> >::allocator(std::allocator<std::_Rb_tree_node<int> > const&) 
  0.1        0.073        0.109          15          15          7 std::allocator<void*>::allocator(std::allocator<void*> const&) 
  0.1        0.073        0.109          15          15          7 std::vector<int, std::allocator<int> >::begin() const 
  0.1        0.073        0.109          15          15          7 std::vector<int, std::allocator<int> >::end() const 
  0.1        0.107        0.107          45           0          2 __gnu_cxx::new_allocator<int>::max_size() const 
  0.1        0.072        0.107          15          15          7 __gnu_cxx::new_allocator<void*>::construct(void**, void* const&) 
  0.1        0.103        0.103          45           0          2 __gnu_cxx::new_allocator<void*>::max_size() const 
  0.1        0.065        0.103           8          16         13 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_key(std::_Rb_tree_node<void*> const*) 
  0.1        0.102        0.102          40           0          3 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_value(std::_Rb_tree_node<std::pair<void* const, _data_access_log> > const*) 
  0.1         0.06          0.1           8          16         12 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_key(std::_Rb_tree_node_base const*) 
  0.1        0.092        0.092          40           0          2 __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const 
  0.1        0.062        0.091          11          11          8 std::map<unsigned long, int, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::empty() const 
  0.1         0.09         0.09          34           0          3 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_right(std::_Rb_tree_node_base*) 
  0.1        0.028         0.09           5           5         18 std::_Vector_base<void*, std::allocator<void*> >::_Vector_base() 
  0.1        0.038        0.089           5          10         18 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, false>::_Rb_tree_impl() 
  0.1        0.038        0.089           5          10         18 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::get_allocator() const 
  0.1         0.04        0.089           5          10         18 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::get_allocator() const 
  0.1        0.026        0.089           5           5         18 std::_Vector_base<int, std::allocator<int> >::_Vector_base() 
  0.1        0.087        0.087          35           0          2 int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) 
  0.1        0.085        0.085          35           0          2 std::_Vector_base<void*, std::allocator<void*> >::_M_get_Tp_allocator() const 
  0.1        0.085        0.085          35           0          2 void** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<void*>(void* const*, void* const*, void**) 
  0.1        0.084        0.084          35           0          2 std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const 
  0.1         0.08         0.08          30           0          3 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_right(std::_Rb_tree_node_base*) 
  0.1        0.077        0.077          32           0          2 std::_Identity<void*>::operator()(void* const&) const 
  0.1        0.077        0.077          30           0          3 std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*) 
  0.1        0.053        0.077          10          10          8 std::vector<int, std::allocator<int> >::end() 
  0.1        0.074        0.074          30           0          2 std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) 
  0.1        0.049        0.073          10          10          7 std::vector<void*, std::allocator<void*> >::end() 
  0.1        0.072        0.072          30           0          2 __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) 
  0.1        0.072        0.072          30           0          2 __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const 
  0.1        0.048        0.072          10          10          7 __gnu_cxx::new_allocator<int>::construct(int*, int const&) 
  0.1        0.072        0.072          30           0          2 std::_Iter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, false>::_S_base(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >) 
  0.1        0.071        0.071          30           0          2 __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >::__normal_iterator(void* const* const&) 
  0.1        0.071        0.071          30           0          2 operator new(unsigned int, void*) 
  0.1         0.03         0.07           5           5         14 std::map<void*, _data_access_log, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::end() 
  0.1        0.046         0.07          10          10          7 std::vector<int, std::allocator<int> >::begin() 
  0.1        0.047         0.07          10          10          7 std::vector<void*, std::allocator<void*> >::begin() 
  0.1        0.068        0.068          30           0          2 __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >::base() const 
  0.1        0.026        0.067           5           5         13 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_get_node() 
  0.1        0.025        0.064           5           5         13 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_get_node() 
  0.1        0.025        0.063           5           5         13 std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() 
  0.1        0.025        0.062           5           5         12 std::_Vector_base<void*, std::allocator<void*> >::_Vector_impl::_Vector_impl() 
  0.1         0.06         0.06          25           0          2 void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) 
  0.1         0.06         0.06          25           0          2 void std::_Destroy_aux<true>::__destroy<void**>(void**, void**) 
  0.1        0.057        0.057          17           0          3 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_end() 
  0.1        0.057        0.057          17           0          3 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_left(std::_Rb_tree_node_base*) 
  0.1        0.056        0.056          20           0          3 __gnu_cxx::new_allocator<void*>::deallocate(void**, unsigned int) 
  0.1        0.054        0.054          20           0          3 __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned int) 
  0.1         0.05         0.05          20           0          2 __gnu_cxx::new_allocator<void*>::~new_allocator() 
  0.1        0.049        0.049          20           0          2 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, false>::_M_initialize() 
  0.1        0.048        0.048          20           0          2 __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) 
  0.1        0.047        0.047          20           0          2 __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >::__normal_iterator(void** const&) 
  0.1        0.047        0.047          20           0          2 unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) 
  0.0        0.046        0.046          17           0          3 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_begin() 
  0.0        0.046        0.046          18           0          3 std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::operator[](unsigned int) 
  0.0        0.045        0.045          17           0          3 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_value(std::_Rb_tree_node_base const*) 
  0.0        0.045        0.045          17           0          3 std::_Rb_tree_iterator<std::pair<unsigned long const, int> >::operator==(std::_Rb_tree_iterator<std::pair<unsigned long const, int> > const&) const 
  0.0        0.029        0.041           5           5          8 __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >::allocate(unsigned int, void const*) 
  0.0         0.04         0.04          15           0          3 __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) 
  0.0        0.027        0.039           5           5          8 __gnu_cxx::new_allocator<std::_Rb_tree_node<void*> >::allocate(unsigned int, void const*) 
  0.0        0.027        0.039           5           5          8 std::allocator<std::_Rb_tree_node<int> >::allocator() 
  0.0        0.027        0.039           5           5          8 std::allocator<std::pair<void* const, _data_access_log> >::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >(std::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > > const&) 
  0.0        0.038        0.038          15           0          3 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_begin() 
  0.0        0.027        0.038           5           5          8 std::allocator<int>::allocator() 
  0.0        0.037        0.037          15           0          2 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_Node_allocator() const 
  0.0        0.037        0.037          15           0          2 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_root() const 
  0.0        0.037        0.037          15           0          2 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_end() 
  0.0        0.037        0.037          15           0          2 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_value(std::_Rb_tree_node_base const*) 
  0.0        0.026        0.037           5           5          7 std::allocator<std::pair<void* const, _data_access_log> >::~allocator() 
  0.0        0.025        0.037           5           5          7 std::allocator<void*>::allocator() 
  0.0        0.025        0.037           5           5          7 std::allocator<void*>::allocator<std::_Rb_tree_node<void*> >(std::allocator<std::_Rb_tree_node<void*> > const&) 
  0.0        0.036        0.036          15           0          2 __gnu_cxx::new_allocator<int>::~new_allocator() 
  0.0        0.036        0.036          15           0          2 __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::new_allocator(__gnu_cxx::new_allocator<std::_Rb_tree_node<int> > const&) 
  0.0        0.036        0.036          15           0          2 __gnu_cxx::new_allocator<void*>::new_allocator(__gnu_cxx::new_allocator<void*> const&) 
  0.0        0.036        0.036          15           0          2 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase(std::_Rb_tree_node<int>*) 
  0.0        0.035        0.035          15           0          2 __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::~new_allocator() 
  0.0        0.031        0.031          11           0          3 std::_Rb_tree_iterator<std::pair<unsigned long const, int> >::operator!=(std::_Rb_tree_iterator<std::pair<unsigned long const, int> > const&) const 
  0.0        0.029        0.029          11           0          3 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::empty() const 
  0.0        0.026        0.026          10           0          3 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_left(std::_Rb_tree_node_base*) 
  0.0        0.026        0.026          11           0          2 std::_Rb_tree_iterator<void*>::_Rb_tree_iterator(std::_Rb_tree_node<void*>*) 
  0.0        0.024        0.024          10           0          2 __gnu_cxx::new_allocator<void*>::new_allocator() 
  0.0        0.024        0.024          10           0          2 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_begin() 
  0.0        0.024        0.024          10           0          2 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_end() 
  0.0        0.024        0.024          10           0          2 std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> >::operator==(std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> > const&) const 
  0.0         0.02         0.02           8           0          2 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_value(std::_Rb_tree_node<void*> const*) 
  0.0         0.02         0.02           8           0          2 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_value(std::_Rb_tree_node_base const*) 
  0.0        0.019        0.019           8           0          2 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_right(std::_Rb_tree_node_base*) 
