Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00    8676/8676        std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_value(std::_Rb_tree_node<std::pair<void* const, _data_access_log> > const*) [34]
-----------------------------------------------
                0.00    0.00    8676/8676        std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_key(std::_Rb_tree_node<std::pair<void* const, _data_access_log> > const*) [33]
[34]     0.0    0.00    0.00    8676         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_value(std::_Rb_tree_node<std::pair<void* const, _data_access_log> > const*) [34]
-----------------------------------------------
                0.00    0.00     216/8488        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [414]
                0.00    0.00    1552/8488        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_insert_unique(std::pair<unsigned long const, int> const&) [14]
                0.00    0.00    6720/8488        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<unsigned long const, int> >*, std::_Rb_tree_node<std::pair<unsigned long const, int> >*, unsigned long const&) [76]
[35]     0.0    0.00    0.00    8488         std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_left(std::_Rb_tree_node_base*) [35]
-----------------------------------------------
                0.00    0.00     206/8059        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::begin() [336]
                0.00    0.00     215/8059        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<unsigned long const, int> const&) [323]
                0.00    0.00     216/8059        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_insert_unique(std::pair<unsigned long const, int> const&) [14]
                0.00    0.00    2676/8059        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<unsigned long const, int> >*, std::_Rb_tree_node<std::pair<unsigned long const, int> >*, unsigned long const&) [76]
                0.00    0.00    4746/8059        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::end() [46]
[36]     0.0    0.00    0.00    8059         std::_Rb_tree_iterator<std::pair<unsigned long const, int> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [36]
-----------------------------------------------
                0.00    0.00      42/7811        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_insert_unique(std::pair<unsigned long const, int> const&) [14]
                0.00    0.00     216/7811        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [414]
                0.00    0.00    7553/7811        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<unsigned long const, int> >*, std::_Rb_tree_node<std::pair<unsigned long const, int> >*, unsigned long const&) [76]
[37]     0.0    0.00    0.00    7811         std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_right(std::_Rb_tree_node_base*) [37]
-----------------------------------------------
                0.00    0.00     978/7274        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [213]
                0.00    0.00    2676/7274        bool _data_access_log::_output_violations_are_false<bool>(bool*, int) [271]
                0.00    0.00    3620/7274        std::vector<int, std::allocator<int> >::_M_check_len(unsigned int, char const*) const [231]
[38]     0.0    0.00    0.00    7274         std::vector<int, std::allocator<int> >::size() const [38]
-----------------------------------------------
                0.00    0.00     630/7262        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, void* const&) [241]
                0.00    0.00    1260/7262        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_key(std::_Rb_tree_node_base const*) [170]
                0.00    0.00    2371/7262        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_key(std::_Rb_tree_node<void*> const*) [79]
                0.00    0.00    3001/7262        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_insert_unique(void* const&) [242]
[39]     0.0    0.00    0.00    7262         std::_Identity<void*>::operator()(void* const&) const [39]
-----------------------------------------------
                0.00    0.00     997/6432        void** std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, void**>(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, void**) [206]
                0.00    0.00    5435/6432        void** std::__copy_move_a2<false, void**, void**>(void**, void**, void**) [117]
[40]     0.0    0.00    0.00    6432         std::_Niter_base<void**>::iterator_type std::__niter_base<void**>(void**) [40]
                0.00    0.00    6414/10038       std::_Iter_base<void**, false>::_S_base(void**) [31]
-----------------------------------------------
                0.00    0.00     984/6413        int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [209]
                0.00    0.00    5429/6413        int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*) [128]
[41]     0.0    0.00    0.00    6413         std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) [41]
                0.00    0.00    6414/10034       std::_Iter_base<int*, false>::_S_base(int*) [32]
-----------------------------------------------
                0.00    0.00     982/5852        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [213]
                0.00    0.00    2156/5852        std::vector<int, std::allocator<int> >::~vector() [93]
                0.00    0.00    2714/5852        std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [232]
[42]     0.0    0.00    0.00    5852         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [42]
-----------------------------------------------
                0.00    0.00     346/5613        std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_erase(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*) [413]
                0.00    0.00    1135/5613        std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_insert_unique(std::pair<void* const, _data_access_log> const&) [299]
                0.00    0.00    4132/5613        std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*, std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*, void* const&) [179]
[43]     0.0    0.00    0.00    5613         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_right(std::_Rb_tree_node_base*) [43]
-----------------------------------------------
                0.00    0.00      32/5243        loop_speculator::speculate(void*&, std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> >, std::vector<void*, std::allocator<void*> >) [15]
                0.00    0.00     642/5243        loop_speculator::commit() [9]
                0.00    0.00     862/5243        loop_speculator::get_results() [394]
                0.00    0.00    1478/5243        loop_speculator::append(void* (*)(void*), void*) [10]
                0.00    0.00    2229/5243        int loop_speculator::write_data<bool>(bool*&, bool*) [4]
[44]     0.0    0.00    0.00    5243         std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::operator[](unsigned int) [44]
-----------------------------------------------
                0.00    0.00       3/5052        std::vector<void*, std::allocator<void*> >::_M_erase_at_end(void**) [423]
                0.00    0.00     999/5052        std::vector<void*, std::allocator<void*> >::vector(std::vector<void*, std::allocator<void*> > const&) [194]
                0.00    0.00    1332/5052        std::vector<void*, std::allocator<void*> >::~vector() [160]
                0.00    0.00    2718/5052        std::vector<void*, std::allocator<void*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >, void* const&) [226]
[45]     0.0    0.00    0.00    5052         std::_Vector_base<void*, std::allocator<void*> >::_M_get_Tp_allocator() [45]
-----------------------------------------------
                0.00    0.00    1819/4717        std::map<unsigned long, int, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::end() [131]
                0.00    0.00    2898/4717        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::find(unsigned long const&) [3]
[46]     0.0    0.00    0.00    4717         std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::end() [46]
                0.00    0.00    4746/8059        std::_Rb_tree_iterator<std::pair<unsigned long const, int> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) [36]
-----------------------------------------------
                0.00    0.00       4/4621        loop_speculator::speculate(void*&, std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> >, std::vector<void*, std::allocator<void*> >) [15]
                0.00    0.00     994/4621        std::vector<void*, std::allocator<void*> >::vector(std::vector<void*, std::allocator<void*> > const&) [194]
                0.00    0.00    3623/4621        std::vector<void*, std::allocator<void*> >::_M_check_len(unsigned int, char const*) const [230]
[47]     0.0    0.00    0.00    4621         std::vector<void*, std::allocator<void*> >::size() const [47]
-----------------------------------------------
                0.00    0.00       4/4274        __gnu_cxx::new_allocator<void* (*)(void*)>::construct(void* (**)(void*), void* (* const&)(void*)) [395]
                0.00    0.00     216/4274        __gnu_cxx::new_allocator<std::pair<unsigned long const, int> >::construct(std::pair<unsigned long const, int>*, std::pair<unsigned long const, int> const&) [317]
                0.00    0.00     318/4274        __gnu_cxx::new_allocator<std::pair<void* const, _data_access_log> >::construct(std::pair<void* const, _data_access_log>*, std::pair<void* const, _data_access_log> const&) [302]
                0.00    0.00     467/4274        void std::_Construct<_loop_spec_thread, _loop_spec_thread>(_loop_spec_thread*, _loop_spec_thread const&) [255]
                0.00    0.00    1088/4274        __gnu_cxx::new_allocator<int>::construct(int*, int const&) [188]
                0.00    0.00    2181/4274        __gnu_cxx::new_allocator<void*>::construct(void**, void* const&) [88]
[48]     0.0    0.00    0.00    4274         operator new(unsigned int, void*) [48]
-----------------------------------------------
                0.00    0.00      99/4074        std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::begin() [342]
                0.00    0.00     285/4074        std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_insert_unique(std::pair<void* const, _data_access_log> const&) [299]
                0.00    0.00     317/4074        std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<void* const, _data_access_log> const&) [308]
                0.00    0.00    1145/4074        std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*, std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*, void* const&) [179]
                0.00    0.00    2228/4074        std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::end() [85]
[49]     0.0    0.00    0.00    4074         std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*) [49]
-----------------------------------------------
                0.00    0.00     346/3752        std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_erase(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*) [413]
                0.00    0.00     547/3752        std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_insert_unique(std::pair<void* const, _data_access_log> const&) [299]
                0.00    0.00    2859/3752        std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*, std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*, void* const&) [179]
[50]     0.0    0.00    0.00    3752         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_left(std::_Rb_tree_node_base*) [50]
-----------------------------------------------
                0.00    0.00    1810/3712        std::vector<void*, std::allocator<void*> >::max_size() const [114]
                0.00    0.00    1902/3712        __gnu_cxx::new_allocator<void*>::allocate(unsigned int, void const*) [106]
[51]     0.0    0.00    0.00    3712         __gnu_cxx::new_allocator<void*>::max_size() const [51]
-----------------------------------------------
                0.00    0.00    1810/3684        std::vector<int, std::allocator<int> >::max_size() const [126]
                0.00    0.00    1874/3684        __gnu_cxx::new_allocator<int>::allocate(unsigned int, void const*) [111]
[52]     0.0    0.00    0.00    3684         __gnu_cxx::new_allocator<int>::max_size() const [52]
-----------------------------------------------
                0.00    0.00    1812/3624        std::vector<void*, std::allocator<void*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >, void* const&) [226]
                0.00    0.00    1812/3624        __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >::difference_type __gnu_cxx::operator-<void**, std::vector<void*, std::allocator<void*> > >(__gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > > const&, __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > > const&) [225]
[53]     0.0    0.00    0.00    3624         __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >::base() const [53]
-----------------------------------------------
                0.00    0.00    3624/3624        void** std::copy<void**, void**>(void**, void**, void**) [120]
[54]     0.0    0.00    0.00    3624         std::_Miter_base<void**>::iterator_type std::__miter_base<void**>(void**) [54]
                0.00    0.00    3624/10038       std::_Iter_base<void**, false>::_S_base(void**) [31]
-----------------------------------------------
                0.00    0.00    1809/3619        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [229]
                0.00    0.00    1810/3619        std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [232]
[55]     0.0    0.00    0.00    3619         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [55]
-----------------------------------------------
                0.00    0.00    3618/3618        int* std::copy<int*, int*>(int*, int*, int*) [130]
[56]     0.0    0.00    0.00    3618         std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*) [56]
                0.00    0.00    3620/10034       std::_Iter_base<int*, false>::_S_base(int*) [32]
-----------------------------------------------
                0.00    0.00    1616/3606        bool __gnu_cxx::operator==<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) [237]
                0.00    0.00    1990/3606        std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [98]
[57]     0.0    0.00    0.00    3606         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [57]
-----------------------------------------------
                0.00    0.00    1786/3586        std::vector<int, std::allocator<int> >::begin() const [134]
                0.00    0.00    1800/3586        std::vector<int, std::allocator<int> >::end() const [133]
[58]     0.0    0.00    0.00    3586         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [58]
-----------------------------------------------
                0.00    0.00    3536/3536        std::allocator<void*>::~allocator() [60]
[59]     0.0    0.00    0.00    3536         __gnu_cxx::new_allocator<void*>::~new_allocator() [59]
-----------------------------------------------
                0.00    0.00    1087/3531        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_create_node(void* const&) [191]
                0.00    0.00    1099/3531        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_destroy_node(std::_Rb_tree_node<void*>*) [183]
                0.00    0.00    1345/3531        std::_Vector_base<void*, std::allocator<void*> >::_Vector_impl::~_Vector_impl() [158]
[60]     0.0    0.00    0.00    3531         std::allocator<void*>::~allocator() [60]
                0.00    0.00    3536/3536        __gnu_cxx::new_allocator<void*>::~new_allocator() [59]
-----------------------------------------------
                0.00    0.00    1330/3517        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_Rb_tree(std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> > const&) [167]
                0.00    0.00    2187/3517        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::get_allocator() const [86]
[61]     0.0    0.00    0.00    3517         std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_get_Node_allocator() const [61]
-----------------------------------------------
                0.00    0.00    1099/3470        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_erase(std::_Rb_tree_node<void*>*) [138]
                0.00    0.00    2371/3470        std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_insert_unique(void* const&) [242]
[62]     0.0    0.00    0.00    3470         std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_right(std::_Rb_tree_node_base*) [62]
-----------------------------------------------
                0.00    0.00    3461/3461        bool _data_access_log::_output_violations_are_false<bool>(bool*, int) [271]
[63]     0.0    0.00    0.00    3461         std::vector<int, std::allocator<int> >::operator[](unsigned int) [63]
-----------------------------------------------
                0.00    0.00       4/3122        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::clear() [19]
                0.00    0.00     216/3122        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_insert_unique(std::pair<unsigned long const, int> const&) [14]
                0.00    0.00     216/3122        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<unsigned long const, int> const&) [323]
                0.00    0.00    2686/3122        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::find(unsigned long const&) [3]
[64]     0.0    0.00    0.00    3122         std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_end() [64]
-----------------------------------------------
                0.00    0.00     204/3106        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_insert_unique(std::pair<unsigned long const, int> const&) [14]
                0.00    0.00     210/3106        loop_speculator::append(void* (*)(void*), void*) [10]
                0.00    0.00    2692/3106        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::find(unsigned long const&) [3]
[65]     0.0    0.00    0.00    3106         std::_Rb_tree_iterator<std::pair<unsigned long const, int> >::operator==(std::_Rb_tree_iterator<std::pair<unsigned long const, int> > const&) const [65]
-----------------------------------------------
                0.00    0.00     905/3069        std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [232]
                0.00    0.00    2164/3069        std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [92]
[66]     0.0    0.00    0.00    3069         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int) [66]
                0.00    0.00    1902/1902        __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned int) [107]
-----------------------------------------------
                0.00    0.00     905/3067        std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [232]
                0.00    0.00    2162/3067        std::vector<int, std::allocator<int> >::~vector() [93]
[67]     0.0    0.00    0.00    3067         void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [67]
                0.00    0.00    3061/3061        void std::_Destroy<int*>(int*, int*) [69]
-----------------------------------------------
                0.00    0.00    3062/3062        void std::_Destroy<int*>(int*, int*) [69]
[68]     0.0    0.00    0.00    3062         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [68]
-----------------------------------------------
                0.00    0.00    3061/3061        void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) [67]
[69]     0.0    0.00    0.00    3061         void std::_Destroy<int*>(int*, int*) [69]
                0.00    0.00    3062/3062        void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [68]
-----------------------------------------------
                0.00    0.00     993/2803        int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [198]
                0.00    0.00    1810/2803        int* std::__copy_move_a<false, int*, int*>(int*, int*, int*) [127]
[70]     0.0    0.00    0.00    2803         int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [70]
-----------------------------------------------
                0.00    0.00     989/2801        std::vector<void*, std::allocator<void*> >::vector(std::vector<void*, std::allocator<void*> > const&) [194]
                0.00    0.00    1812/2801        std::vector<void*, std::allocator<void*> >::max_size() const [114]
[71]     0.0    0.00    0.00    2801         std::_Vector_base<void*, std::allocator<void*> >::_M_get_Tp_allocator() const [71]
-----------------------------------------------
                0.00    0.00     982/2792        std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [213]
                0.00    0.00    1810/2792        std::vector<int, std::allocator<int> >::max_size() const [126]
[72]     0.0    0.00    0.00    2792         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [72]
-----------------------------------------------
                0.00    0.00     958/2770        void** std::__copy_move_a<false, void* const*, void**>(void* const*, void* const*, void**) [215]
                0.00    0.00    1812/2770        void** std::__copy_move_a<false, void**, void**>(void**, void**, void**) [116]
[73]     0.0    0.00    0.00    2770         void** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<void*>(void* const*, void* const*, void**) [73]
-----------------------------------------------
                0.00    0.00      23/2717        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_insert_unique(std::pair<unsigned long const, int> const&) [14]
                0.00    0.00     212/2717        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, std::pair<unsigned long const, int> const&) [323]
                0.00    0.00    2482/2717        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::find(unsigned long const&) [3]
[74]     0.0    0.00    0.00    2717         std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_key(std::_Rb_tree_node_base const*) [74]
                0.00    0.00    2727/20436       std::_Select1st<std::pair<unsigned long const, int> >::operator()(std::pair<unsigned long const, int> const&) const [25]
                0.00    0.00    2706/2706        std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_value(std::_Rb_tree_node_base const*) [75]
-----------------------------------------------
