Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00       3/3           void std::_Destroy<void* (**)(void*)>(void* (**)(void*), void* (**)(void*)) [23]
[21]     0.0    0.00    0.00       3         void std::_Destroy_aux<true>::__destroy<void* (**)(void*)>(void* (**)(void*), void* (**)(void*)) [21]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy<void**>(void**, void**) [25]
[22]     0.0    0.00    0.00       3         void std::_Destroy_aux<true>::__destroy<void**>(void**, void**) [22]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy<void* (**)(void*), void* (*)(void*)>(void* (**)(void*), void* (**)(void*), std::allocator<void* (*)(void*)>&) [24]
[23]     0.0    0.00    0.00       3         void std::_Destroy<void* (**)(void*)>(void* (**)(void*), void* (**)(void*)) [23]
                0.00    0.00       3/3           void std::_Destroy_aux<true>::__destroy<void* (**)(void*)>(void* (**)(void*), void* (**)(void*)) [21]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> >::~vector() [133]
                0.00    0.00       1/3           std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> >::_M_insert_aux(__gnu_cxx::__normal_iterator<void* (**)(void*), std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> > >, void* (* const&)(void*)) [127]
                0.00    0.00       1/3           std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> >::_M_erase_at_end(void* (**)(void*)) [128]
[24]     0.0    0.00    0.00       3         void std::_Destroy<void* (**)(void*), void* (*)(void*)>(void* (**)(void*), void* (**)(void*), std::allocator<void* (*)(void*)>&) [24]
                0.00    0.00       3/3           void std::_Destroy<void* (**)(void*)>(void* (**)(void*), void* (**)(void*)) [23]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy<void**, void*>(void**, void**, std::allocator<void*>&) [26]
[25]     0.0    0.00    0.00       3         void std::_Destroy<void**>(void**, void**) [25]
                0.00    0.00       3/3           void std::_Destroy_aux<true>::__destroy<void**>(void**, void**) [22]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<void*, std::allocator<void*> >::~vector() [140]
                0.00    0.00       1/3           std::vector<void*, std::allocator<void*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >, void* const&) [134]
                0.00    0.00       1/3           std::vector<void*, std::allocator<void*> >::_M_erase_at_end(void**) [135]
[26]     0.0    0.00    0.00       3         void std::_Destroy<void**, void*>(void**, void**, std::allocator<void*>&) [26]
                0.00    0.00       3/3           void std::_Destroy<void**>(void**, void**) [25]
-----------------------------------------------
                0.00    0.00       2/2           __static_initialization_and_destruction_0(int, int) [100]
[27]     0.0    0.00    0.00       2         loop_speculator::loop_speculator() [27]
                0.00    0.00       2/2           std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::vector() [65]
                0.00    0.00       2/2           std::map<unsigned long, int, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::map() [63]
                0.00    0.00       2/2           std::map<void*, _data_access_log, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::map() [61]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<_loop_spec_thread>::allocator() [42]
[28]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<_loop_spec_thread>::new_allocator() [28]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<_loop_spec_thread>::~allocator() [43]
[29]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<_loop_spec_thread>::~new_allocator() [29]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> >::push_back(void* (* const&)(void*)) [67]
                0.00    0.00       1/2           std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> >::_M_insert_aux(__gnu_cxx::__normal_iterator<void* (**)(void*), std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> > >, void* (* const&)(void*)) [127]
[30]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<void* (*)(void*)>::construct(void* (**)(void*), void* (* const&)(void*)) [30]
                0.00    0.00       2/4           operator new(unsigned int, void*) [18]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<void*, std::allocator<void*> >::push_back(void* const&) [68]
                0.00    0.00       1/2           std::vector<void*, std::allocator<void*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >, void* const&) [134]
[31]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<void*>::construct(void**, void* const&) [31]
                0.00    0.00       2/4           operator new(unsigned int, void*) [18]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >::allocator() [44]
[32]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >::new_allocator() [32]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >::~allocator() [45]
[33]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >::~new_allocator() [33]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::_Rb_tree_node<std::pair<unsigned long const, int> > >::allocator() [46]
[34]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<unsigned long const, int> > >::new_allocator() [34]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<std::_Rb_tree_node<std::pair<unsigned long const, int> > >::~allocator() [47]
[35]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<unsigned long const, int> > >::~new_allocator() [35]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> >::end() [129]
                0.00    0.00       1/2           std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> >::begin() [130]
[36]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<void* (**)(void*), std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> > >::__normal_iterator(void* (** const&)(void*)) [36]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<void*, std::allocator<void*> >::begin() [137]
                0.00    0.00       1/2           std::vector<void*, std::allocator<void*> >::end() [136]
[37]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >::__normal_iterator(void** const&) [37]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> >::max_size() const [40]
[38]     0.0    0.00    0.00       2         std::_Vector_base<void* (*)(void*), std::allocator<void* (*)(void*)> >::_M_get_Tp_allocator() const [38]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<void*, std::allocator<void*> >::max_size() const [41]
[39]     0.0    0.00    0.00       2         std::_Vector_base<void*, std::allocator<void*> >::_M_get_Tp_allocator() const [39]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> >::_M_check_len(unsigned int, char const*) const [111]
[40]     0.0    0.00    0.00       2         std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> >::max_size() const [40]
                0.00    0.00       2/2           std::_Vector_base<void* (*)(void*), std::allocator<void* (*)(void*)> >::_M_get_Tp_allocator() const [38]
                0.00    0.00       2/3           __gnu_cxx::new_allocator<void* (*)(void*)>::max_size() const [19]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<void*, std::allocator<void*> >::_M_check_len(unsigned int, char const*) const [112]
[41]     0.0    0.00    0.00       2         std::vector<void*, std::allocator<void*> >::max_size() const [41]
                0.00    0.00       2/2           std::_Vector_base<void*, std::allocator<void*> >::_M_get_Tp_allocator() const [39]
                0.00    0.00       2/3           __gnu_cxx::new_allocator<void*>::max_size() const [20]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_Vector_impl::_Vector_impl() [51]
[42]     0.0    0.00    0.00       2         std::allocator<_loop_spec_thread>::allocator() [42]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<_loop_spec_thread>::new_allocator() [28]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_Vector_impl::~_Vector_impl() [52]
[43]     0.0    0.00    0.00       2         std::allocator<_loop_spec_thread>::~allocator() [43]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<_loop_spec_thread>::~new_allocator() [29]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_Rb_tree_impl<std::less<void*>, false>::_Rb_tree_impl() [70]
[44]     0.0    0.00    0.00       2         std::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >::allocator() [44]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >::new_allocator() [32]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_Rb_tree_impl<std::less<void*>, false>::~_Rb_tree_impl() [71]
[45]     0.0    0.00    0.00       2         std::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >::~allocator() [45]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >::~new_allocator() [33]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_Rb_tree_impl<std::less<unsigned long>, false>::_Rb_tree_impl() [77]
[46]     0.0    0.00    0.00       2         std::allocator<std::_Rb_tree_node<std::pair<unsigned long const, int> > >::allocator() [46]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<unsigned long const, int> > >::new_allocator() [34]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_Rb_tree_impl<std::less<unsigned long>, false>::~_Rb_tree_impl() [78]
[47]     0.0    0.00    0.00       2         std::allocator<std::_Rb_tree_node<std::pair<unsigned long const, int> > >::~allocator() [47]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<unsigned long const, int> > >::~new_allocator() [35]
-----------------------------------------------
                0.00    0.00       2/2           void* (**std::__copy_move_a<false, void* (**)(void*), void* (**)(void*)>(void* (**)(void*), void* (**)(void*), void* (**)(void*)))(void*) [83]
[48]     0.0    0.00    0.00       2         void* (**std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<void* (*)(void*)>(void* (* const*)(void*), void* (* const*)(void*), void* (**)(void*)))(void*) [48]
-----------------------------------------------
                0.00    0.00       2/2           void** std::__copy_move_a<false, void**, void**>(void**, void**, void**) [84]
[49]     0.0    0.00    0.00       2         void** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<void*>(void* const*, void* const*, void**) [49]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<_loop_spec_thread*>(_loop_spec_thread*, _loop_spec_thread*) [96]
[50]     0.0    0.00    0.00       2         void std::_Destroy_aux<false>::__destroy<_loop_spec_thread*>(_loop_spec_thread*, _loop_spec_thread*) [50]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_Vector_base() [55]
[51]     0.0    0.00    0.00       2         std::_Vector_base<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_Vector_impl::_Vector_impl() [51]
                0.00    0.00       2/2           std::allocator<_loop_spec_thread>::allocator() [42]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<_loop_spec_thread, std::allocator<_loop_spec_thread> >::~_Vector_base() [56]
[52]     0.0    0.00    0.00       2         std::_Vector_base<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_Vector_impl::~_Vector_impl() [52]
                0.00    0.00       2/2           std::allocator<_loop_spec_thread>::~allocator() [43]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<_loop_spec_thread, std::allocator<_loop_spec_thread> >::~_Vector_base() [56]
[53]     0.0    0.00    0.00       2         std::_Vector_base<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_M_deallocate(_loop_spec_thread*, unsigned int) [53]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::~vector() [66]
[54]     0.0    0.00    0.00       2         std::_Vector_base<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_M_get_Tp_allocator() [54]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::vector() [65]
[55]     0.0    0.00    0.00       2         std::_Vector_base<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_Vector_base() [55]
                0.00    0.00       2/2           std::_Vector_base<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_Vector_impl::_Vector_impl() [51]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::~vector() [66]
[56]     0.0    0.00    0.00       2         std::_Vector_base<_loop_spec_thread, std::allocator<_loop_spec_thread> >::~_Vector_base() [56]
                0.00    0.00       2/2           std::_Vector_base<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_M_deallocate(_loop_spec_thread*, unsigned int) [53]
                0.00    0.00       2/2           std::_Vector_base<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_Vector_impl::~_Vector_impl() [52]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<void* (*)(void*), std::allocator<void* (*)(void*)> >::~_Vector_base() [121]
                0.00    0.00       1/2           std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> >::_M_insert_aux(__gnu_cxx::__normal_iterator<void* (**)(void*), std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> > >, void* (* const&)(void*)) [127]
[57]     0.0    0.00    0.00       2         std::_Vector_base<void* (*)(void*), std::allocator<void* (*)(void*)> >::_M_deallocate(void* (**)(void*), unsigned int) [57]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<void* (*)(void*)>::deallocate(void* (**)(void*), unsigned int) [101]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<void*, std::allocator<void*> >::~_Vector_base() [126]
                0.00    0.00       1/2           std::vector<void*, std::allocator<void*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >, void* const&) [134]
[58]     0.0    0.00    0.00       2         std::_Vector_base<void*, std::allocator<void*> >::_M_deallocate(void**, unsigned int) [58]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<void*>::deallocate(void**, unsigned int) [105]
-----------------------------------------------
                0.00    0.00       2/2           void* (**std::uninitialized_copy<void* (**)(void*), void* (**)(void*)>(void* (**)(void*), void* (**)(void*), void* (**)(void*)))(void*) [87]
[59]     0.0    0.00    0.00       2         void* (**std::__uninitialized_copy<true>::uninitialized_copy<void* (**)(void*), void* (**)(void*)>(void* (**)(void*), void* (**)(void*), void* (**)(void*)))(void*) [59]
                0.00    0.00       2/2           void* (**std::copy<void* (**)(void*), void* (**)(void*)>(void* (**)(void*), void* (**)(void*), void* (**)(void*)))(void*) [94]
-----------------------------------------------
                0.00    0.00       2/2           void** std::uninitialized_copy<void**, void**>(void**, void**, void**) [88]
[60]     0.0    0.00    0.00       2         void** std::__uninitialized_copy<true>::uninitialized_copy<void**, void**>(void**, void**, void**) [60]
                0.00    0.00       2/2           void** std::copy<void**, void**>(void**, void**, void**) [95]
-----------------------------------------------
                0.00    0.00       2/2           loop_speculator::loop_speculator() [27]
[61]     0.0    0.00    0.00       2         std::map<void*, _data_access_log, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::map() [61]
                0.00    0.00       2/2           std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_Rb_tree() [74]
-----------------------------------------------
                0.00    0.00       2/2           loop_speculator::~loop_speculator() [149]
[62]     0.0    0.00    0.00       2         std::map<void*, _data_access_log, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::~map() [62]
                0.00    0.00       2/2           std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::~_Rb_tree() [75]
-----------------------------------------------
                0.00    0.00       2/2           loop_speculator::loop_speculator() [27]
[63]     0.0    0.00    0.00       2         std::map<unsigned long, int, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::map() [63]
                0.00    0.00       2/2           std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_Rb_tree() [81]
-----------------------------------------------
                0.00    0.00       2/2           loop_speculator::~loop_speculator() [149]
[64]     0.0    0.00    0.00       2         std::map<unsigned long, int, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::~map() [64]
                0.00    0.00       2/2           std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::~_Rb_tree() [82]
-----------------------------------------------
                0.00    0.00       2/2           loop_speculator::loop_speculator() [27]
[65]     0.0    0.00    0.00       2         std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::vector() [65]
                0.00    0.00       2/2           std::_Vector_base<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_Vector_base() [55]
-----------------------------------------------
                0.00    0.00       2/2           loop_speculator::~loop_speculator() [149]
[66]     0.0    0.00    0.00       2         std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::~vector() [66]
                0.00    0.00       2/2           std::_Vector_base<_loop_spec_thread, std::allocator<_loop_spec_thread> >::_M_get_Tp_allocator() [54]
                0.00    0.00       2/2           void std::_Destroy<_loop_spec_thread*, _loop_spec_thread>(_loop_spec_thread*, _loop_spec_thread*, std::allocator<_loop_spec_thread>&) [97]
                0.00    0.00       2/2           std::_Vector_base<_loop_spec_thread, std::allocator<_loop_spec_thread> >::~_Vector_base() [56]
-----------------------------------------------
                0.00    0.00       2/2           main [4]
[67]     0.0    0.00    0.00       2         std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> >::push_back(void* (* const&)(void*)) [67]
                0.00    0.00       1/2           __gnu_cxx::new_allocator<void* (*)(void*)>::construct(void* (**)(void*), void* (* const&)(void*)) [30]
                0.00    0.00       1/1           std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> >::end() [129]
                0.00    0.00       1/1           std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> >::_M_insert_aux(__gnu_cxx::__normal_iterator<void* (**)(void*), std::vector<void* (*)(void*), std::allocator<void* (*)(void*)> > >, void* (* const&)(void*)) [127]
-----------------------------------------------
                0.00    0.00       2/2           main [4]
[68]     0.0    0.00    0.00       2         std::vector<void*, std::allocator<void*> >::push_back(void* const&) [68]
                0.00    0.00       1/2           __gnu_cxx::new_allocator<void*>::construct(void**, void* const&) [31]
                0.00    0.00       1/1           std::vector<void*, std::allocator<void*> >::end() [136]
                0.00    0.00       1/1           std::vector<void*, std::allocator<void*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >, void* const&) [134]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_Rb_tree_impl<std::less<void*>, false>::_Rb_tree_impl() [70]
[69]     0.0    0.00    0.00       2         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_Rb_tree_impl<std::less<void*>, false>::_M_initialize() [69]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_Rb_tree() [74]
[70]     0.0    0.00    0.00       2         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_Rb_tree_impl<std::less<void*>, false>::_Rb_tree_impl() [70]
                0.00    0.00       2/2           std::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >::allocator() [44]
                0.00    0.00       2/2           std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_Rb_tree_impl<std::less<void*>, false>::_M_initialize() [69]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::~_Rb_tree() [75]
[71]     0.0    0.00    0.00       2         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_Rb_tree_impl<std::less<void*>, false>::~_Rb_tree_impl() [71]
                0.00    0.00       2/2           std::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >::~allocator() [45]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::~_Rb_tree() [75]
[72]     0.0    0.00    0.00       2         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_begin() [72]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::~_Rb_tree() [75]
[73]     0.0    0.00    0.00       2         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_erase(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*) [73]
-----------------------------------------------
                0.00    0.00       2/2           std::map<void*, _data_access_log, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::map() [61]
[74]     0.0    0.00    0.00       2         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_Rb_tree() [74]
                0.00    0.00       2/2           std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_Rb_tree_impl<std::less<void*>, false>::_Rb_tree_impl() [70]
-----------------------------------------------
                0.00    0.00       2/2           std::map<void*, _data_access_log, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::~map() [62]
[75]     0.0    0.00    0.00       2         std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::~_Rb_tree() [75]
                0.00    0.00       2/2           std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_begin() [72]
                0.00    0.00       2/2           std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_erase(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*) [73]
                0.00    0.00       2/2           std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_Rb_tree_impl<std::less<void*>, false>::~_Rb_tree_impl() [71]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_Rb_tree_impl<std::less<unsigned long>, false>::_Rb_tree_impl() [77]
[76]     0.0    0.00    0.00       2         std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_Rb_tree_impl<std::less<unsigned long>, false>::_M_initialize() [76]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_Rb_tree() [81]
[77]     0.0    0.00    0.00       2         std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_Rb_tree_impl<std::less<unsigned long>, false>::_Rb_tree_impl() [77]
                0.00    0.00       2/2           std::allocator<std::_Rb_tree_node<std::pair<unsigned long const, int> > >::allocator() [46]
                0.00    0.00       2/2           std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_Rb_tree_impl<std::less<unsigned long>, false>::_M_initialize() [76]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::~_Rb_tree() [82]
[78]     0.0    0.00    0.00       2         std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_Rb_tree_impl<std::less<unsigned long>, false>::~_Rb_tree_impl() [78]
                0.00    0.00       2/2           std::allocator<std::_Rb_tree_node<std::pair<unsigned long const, int> > >::~allocator() [47]
-----------------------------------------------
                0.00    0.00       2/2           std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::~_Rb_tree() [82]
[79]     0.0    0.00    0.00       2         std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_begin() [79]
-----------------------------------------------
