Reading Profile files in profile.*

NODE 0;CONTEXT 0;THREAD 0:
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
  0.6        0.158            2          30          30         91 int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) 
  0.6        0.408            2          40         120         68 int* std::copy<int*, int*>(int*, int*, int*) 
  0.6        0.156            2          30          30         90 void** std::uninitialized_copy<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, void**>(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, void**) 
  0.6         0.41            2          40         120         67 void** std::copy<void**, void**>(void**, void**, void**) 
  0.6        0.151            2          30          30         85 int* std::__uninitialized_copy<true>::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) 
  0.6        0.159            2          30          30         84 void** std::__uninitialized_copy<true>::uninitialized_copy<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, void**>(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, void**) 
  0.6        0.115            2          10          30        253 std::set<void*, std::less<void*>, std::allocator<void*> >::insert(void* const&) 
  0.5        0.314            2          30          90         80 int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) 
  0.5        0.316            2          30          90         79 void** std::copy<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, void**>(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, void**) 
  0.5        0.538            2          10         187        236 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_insert_unique(void* const&) 
  0.5        0.055            2          10          10        212 std::map<void*, _data_access_log, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::find(void* const&) 
  0.5        0.246            2          10          80        206 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::find(void* const&) 
  0.4        0.056            1          10          10        198 std::pair<void* const, _data_access_log>::~pair() 
  0.4         0.34            1          30          90         57 std::vector<void*, std::allocator<void*> >::~vector() 
  0.4        0.519            1          40         160         43 int* std::__copy_move_a2<false, int*, int*>(int*, int*, int*) 
  0.4        0.498            1          40         160         42 void** std::__copy_move_a2<false, void**, void**>(void**, void**, void**) 
  0.4        0.316            1          30          90         55 std::vector<int, std::allocator<int> >::~vector() 
  0.4        0.395            1          30         120         54 int* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) 
  0.4        0.053            1          10          10        161 std::pair<void*, _data_access_log>::~pair() 
  0.4        0.389            1          30         120         54 void** std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, void**>(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, void**) 
  0.3        0.473            1          10         166        144 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*, std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*, void* const&) 
  0.3        0.237            1          30          60         48 std::_Vector_base<void*, std::allocator<void*> >::_Vector_base(unsigned int, std::allocator<void*> const&) 
  0.3        0.812            1         104         208         13 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_key(std::_Rb_tree_node<std::pair<void* const, _data_access_log> > const*) 
  0.3        0.155            1          30          30         44 std::set<int, std::less<int>, std::allocator<int> >::~set() 
  0.3        0.743            1          96         192         13 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_key(std::_Rb_tree_node<std::pair<unsigned long const, int> > const*) 
  0.3        0.418            1          20         140         60 std::vector<int, std::allocator<int> >::_M_check_len(unsigned int, char const*) const 
  0.3        0.158            1          30          30         40 std::set<int, std::less<int>, std::allocator<int> >::set(std::set<int, std::less<int>, std::allocator<int> > const&) 
  0.3         0.42            1          20         140         59 std::vector<void*, std::allocator<void*> >::_M_check_len(unsigned int, char const*) const 
  0.3         0.32            1          30          90         39 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::~_Rb_tree() 
  0.2        0.741            1         150         150          7 std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) 
  0.2        0.729            1         150         150          7 std::_Niter_base<void**>::iterator_type std::__niter_base<void**>(void**) 
  0.2         0.26            1          50          50         21 std::_Vector_base<void*, std::allocator<void*> >::_M_allocate(unsigned int) 
  0.2        0.326            1          30          90         34 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree(std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> > const&) 
  0.2         0.24            1          30          60         34 std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned int, std::allocator<int> const&) 
  0.2        0.175        0.993          10          57         99 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, void* const&) 
  0.2        0.265        0.914          30          60         30 std::_Vector_base<void*, std::allocator<void*> >::~_Vector_base() 
  0.2        0.106        0.887          10          30         89 _data_access_log::_data_access_log() 
  0.2         0.23        0.873          30          60         29 std::_Vector_base<int, std::allocator<int> >::~_Vector_base() 
  0.2        0.275         0.81          50          50         16 __gnu_cxx::new_allocator<void*>::allocate(unsigned int, void const*) 
  0.2        0.301         0.76          60          60         13 std::_Niter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > > >(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >) 
  0.2        0.305        0.756          60          60         13 std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) 
  0.2        0.674        0.749          30          30         25 std::vector<void*, std::allocator<void*> >::end() const 
  0.2        0.173        0.695          30          30         23 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, false>::~_Rb_tree_impl() 
  0.1        0.277        0.685          50          50         14 std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned int) 
  0.1        0.257         0.64          50          50         13 void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) 
  0.1        0.257        0.637          50          50         13 void std::_Destroy<void**, void*>(void**, void**, std::allocator<void*>&) 
  0.1        0.631        0.631          90           0          7 __gnu_cxx::new_allocator<void*>::max_size() const 
  0.1        0.135        0.611          10          40         61 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_create_node(void* const&) 
  0.1          0.4        0.586          80          80          7 std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*) 
  0.1        0.388        0.582          80          80          7 std::_Miter_base<void**>::iterator_type std::__miter_base<void**>(void**) 
  0.1         0.56         0.56         230           0          2 std::_Iter_base<void**, false>::_S_base(void**) 
  0.1        0.242        0.552          30          60         18 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, false>::_Rb_tree_impl(std::less<int> const&, std::allocator<std::_Rb_tree_node<int> > const&) 
  0.1        0.551        0.551         230           0          2 std::_Iter_base<int*, false>::_S_base(int*) 
  0.1        0.537        0.537         206           0          3 std::_Select1st<std::pair<void* const, _data_access_log> >::operator()(std::pair<void* const, _data_access_log> const&) const 
  0.1        0.445        0.522          30          30         17 std::allocator<std::_Rb_tree_node<int> >::~allocator() 
  0.1        0.306        0.503          40          80         13 std::vector<int, std::allocator<int> >::max_size() const 
  0.1        0.307        0.502          40          80         13 std::vector<void*, std::allocator<void*> >::max_size() const 
  0.1        0.319        0.471          60          60          8 std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) 
  0.1         0.31        0.459          60          60          8 std::_Iter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, true>::_S_base(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >) 
  0.1        0.453        0.453         179           0          3 std::less<void*>::operator()(void* const&, void* const&) const 
  0.1        0.304        0.451          60          60          8 std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) 
  0.1        0.297        0.444          60          60          7 std::_Miter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > > >(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >) 
  0.1         0.15        0.412          30          30         14 std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() 
  0.1        0.281        0.408          50          50          8 __gnu_cxx::new_allocator<int>::allocate(unsigned int, void const*) 
  0.1        0.271        0.407          53          53          8 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::end() 
  0.1        0.175        0.405          30          30         14 std::_Vector_base<void*, std::allocator<void*> >::_Vector_impl::~_Vector_impl() 
  0.1        0.244        0.404          32          64         13 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_key(std::_Rb_tree_node_base const*) 
  0.1        0.159        0.394          30          30         13 std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) 
  0.1         0.16        0.393          30          30         13 std::_Vector_base<void*, std::allocator<void*> >::_Vector_impl::_Vector_impl(std::allocator<void*> const&) 
  0.1        0.231        0.383          30          60         13 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_key(std::_Rb_tree_node_base const*) 
  0.1        0.259        0.383          50          50          8 void std::_Destroy<int*>(int*, int*) 
  0.1         0.26         0.38          50          50          8 void std::_Destroy<void**>(void**, void**) 
  0.1        0.217        0.356          27          54         13 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_key(std::_Rb_tree_node<void*> const*) 
  0.1        0.236        0.348          50          40          7 std::_Vector_base<void*, std::allocator<void*> >::_M_deallocate(void**, unsigned int) 
  0.1        0.232        0.341          50          40          7 std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int) 
  0.1        0.339        0.339         120           0          3 std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() 
  0.1        0.329        0.329         128           0          3 std::_Select1st<std::pair<unsigned long const, int> >::operator()(std::pair<unsigned long const, int> const&) const 
  0.1        0.322        0.322         128           0          3 std::less<unsigned long>::operator()(unsigned long const&, unsigned long const&) const 
  0.1        0.222        0.321          40          40          8 void** std::__copy_move_a<false, void**, void**>(void**, void**, void**) 
  0.1        0.316        0.316         110           0          3 std::vector<int, std::allocator<int> >::size() const 
  0.1        0.209        0.313          40          40          8 int* std::__copy_move_a<false, int*, int*>(int*, int*, int*) 
  0.1        0.207        0.305          40          40          8 std::allocator<void*>::~allocator() 
  0.1        0.055        0.301          10          10         30 std::set<int, std::less<int>, std::allocator<int> >::set() 
  0.1        0.293        0.293         120           0          2 std::_Vector_base<void*, std::allocator<void*> >::_M_get_Tp_allocator() 
  0.1        0.115        0.282          21          21         13 std::map<unsigned long, int, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::end() 
  0.1        0.265        0.265         110           0          2 std::vector<void*, std::allocator<void*> >::size() const 
  0.1        0.186        0.262          30          30          9 std::allocator<int>::~allocator() 
  0.1        0.251        0.251         104           0          2 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_value(std::_Rb_tree_node<std::pair<void* const, _data_access_log> > const*) 
  0.1        0.151         0.25          20          40         12 __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) 
  0.1        0.153         0.25          20          40         12 __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >::difference_type __gnu_cxx::operator-<void**, std::vector<void*, std::allocator<void*> > >(__gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > > const&, __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > > const&) 
  0.1        0.058        0.246          10          10         25 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree() 
  0.1        0.054        0.245          10          10         24 std::vector<int, std::allocator<int> >::vector() 
  0.1         0.24         0.24          96           0          2 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_value(std::_Rb_tree_node<std::pair<unsigned long const, int> > const*) 
  0.1        0.162        0.239          30          30          8 int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) 
  0.1        0.163        0.238          30          30          8 std::vector<int, std::allocator<int> >::end() const 
  0.1        0.155        0.236          30          30          8 void** std::__copy_move_a<false, void* const*, void**>(void* const*, void* const*, void**) 
  0.1        0.159        0.235          30          30          8 std::allocator<int>::allocator(std::allocator<int> const&) 
  0.1        0.053        0.235          10          10         24 std::vector<void*, std::allocator<void*> >::vector() 
  0.1         0.16        0.233          30          30          8 std::allocator<void*>::allocator(std::allocator<void*> const&) 
  0.1        0.157         0.23          30          30          8 std::vector<int, std::allocator<int> >::begin() const 
  0.1        0.229        0.229          90           0          3 std::_Identity<void*>::operator()(void* const&) const 
  0.1        0.154        0.229          30          30          8 std::allocator<std::_Rb_tree_node<int> >::allocator(std::allocator<std::_Rb_tree_node<int> > const&) 
  0.0        0.136        0.228          18          36         13 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_key(std::_Rb_tree_node_base const*) 
  0.0        0.156        0.227          30          30          8 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::end() 
  0.0        0.224        0.224          90           0          2 __gnu_cxx::new_allocator<int>::max_size() const 
  0.0        0.151        0.222          30          30          7 std::vector<void*, std::allocator<void*> >::begin() const 
  0.0        0.148         0.22          30          30          7 __gnu_cxx::new_allocator<void*>::construct(void**, void* const&) 
  0.0        0.217        0.217          85           0          3 std::_Rb_tree_iterator<std::pair<unsigned long const, int> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) 
  0.0        0.195        0.195          80           0          2 __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >::base() const 
  0.0        0.194        0.194          80           0          2 __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const 
  0.0        0.055        0.191          10          10         19 std::_Vector_base<int, std::allocator<int> >::_Vector_base() 
  0.0        0.083        0.188          10          20         19 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, false>::_Rb_tree_impl() 
  0.0        0.086        0.188          10          20         19 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::get_allocator() const 
  0.0        0.088        0.187          10          20         19 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::get_allocator() const 
  0.0        0.054        0.182          10          10         18 std::_Vector_base<void*, std::allocator<void*> >::_Vector_base() 
  0.0        0.181        0.181          70           0          3 int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) 
  0.0         0.18         0.18          70           0          3 void** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<void*>(void* const*, void* const*, void**) 
  0.0        0.179        0.179          70           0          3 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_right(std::_Rb_tree_node_base*) 
  0.0        0.179        0.179          70           0          3 std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const 
  0.0         0.12        0.179          21          21          9 std::map<unsigned long, int, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::empty() const 
  0.0        0.174        0.174          70           0          2 std::_Vector_base<void*, std::allocator<void*> >::_M_get_Tp_allocator() const 
  0.0        0.111        0.158          20          20          8 std::vector<int, std::allocator<int> >::end() 
  0.0        0.156        0.156          64           0          2 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_right(std::_Rb_tree_node_base*) 
  0.0        0.104        0.153          20          20          8 __gnu_cxx::new_allocator<int>::construct(int*, int const&) 
  0.0        0.105        0.153          20          20          8 std::vector<void*, std::allocator<void*> >::end() 
  0.0        0.152        0.152          60           0          3 std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) 
  0.0        0.101        0.151          20          20          8 std::vector<void*, std::allocator<void*> >::begin() 
  0.0        0.149        0.149          60           0          2 __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >::base() const 
  0.0        0.148        0.148          60           0          2 __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) 
  0.0        0.148        0.148          61           0          2 std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*) 
  0.0        0.147        0.147          60           0          2 __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const 
  0.0        0.147        0.147          60           0          2 operator new(unsigned int, void*) 
  0.0        0.147        0.147          60           0          2 std::_Iter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, false>::_S_base(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >) 
  0.0        0.098        0.147          20          20          7 std::vector<int, std::allocator<int> >::begin() 
  0.0        0.146        0.146          60           0          2 __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >::__normal_iterator(void* const* const&) 
  0.0        0.057        0.146          10          10         15 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_get_node() 
  0.0         0.06        0.145          10          10         14 std::map<void*, _data_access_log, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::end() 
  0.0        0.054         0.14          10          10         14 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_get_node() 
  0.0        0.055        0.136          10          10         14 std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() 
  0.0        0.052        0.128          10          10         13 std::_Vector_base<void*, std::allocator<void*> >::_Vector_impl::_Vector_impl() 
  0.0        0.124        0.124          50           0          2 void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) 
  0.0         0.12         0.12          50           0          2 void std::_Destroy_aux<true>::__destroy<void**>(void**, void**) 
  0.0        0.116        0.116          40           0          3 unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) 
  0.0        0.112        0.112          40           0          3 __gnu_cxx::new_allocator<void*>::deallocate(void**, unsigned int) 
  0.0        0.109        0.109          40           0          3 __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned int) 
  0.0        0.106        0.106          40           0          3 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, false>::_M_initialize() 
  0.0        0.098        0.098          40           0          2 __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >::__normal_iterator(void** const&) 
  0.0        0.098        0.098          40           0          2 __gnu_cxx::new_allocator<void*>::~new_allocator() 
  0.0        0.096        0.096          40           0          2 __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) 
  0.0        0.095        0.095          32           0          3 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_end() 
  0.0        0.063        0.089          10          10          9 __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >::allocate(unsigned int, void const*) 
  0.0        0.089        0.089          34           0          3 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_left(std::_Rb_tree_node_base*) 
  0.0        0.061        0.086          10          10          9 __gnu_cxx::new_allocator<std::_Rb_tree_node<void*> >::allocate(unsigned int, void const*) 
  0.0        0.084        0.084          32           0          3 std::_Rb_tree_iterator<std::pair<unsigned long const, int> >::operator==(std::_Rb_tree_iterator<std::pair<unsigned long const, int> > const&) const 
  0.0        0.083        0.083          32           0          3 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_begin() 
  0.0        0.083        0.083          33           0          3 std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::operator[](unsigned int) 
  0.0        0.056        0.081          10          10          8 std::allocator<int>::allocator() 
  0.0        0.055        0.081          10          10          8 std::allocator<std::pair<void* const, _data_access_log> >::~allocator() 
  0.0         0.08         0.08          32           0          2 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_left(std::_Rb_tree_node_base*) 
  0.0         0.08         0.08          32           0          2 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_value(std::_Rb_tree_node_base const*) 
  0.0        0.055         0.08          10          10          8 std::allocator<std::_Rb_tree_node<int> >::allocator() 
  0.0        0.078        0.078          30           0          3 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_Node_allocator() const 
  0.0        0.078        0.078          30           0          3 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_root() const 
  0.0        0.077        0.077          30           0          3 __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::~new_allocator() 
  0.0        0.077        0.077          30           0          3 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_end() 
  0.0        0.077        0.077          30           0          3 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_value(std::_Rb_tree_node_base const*) 
  0.0        0.052        0.077          10          10          8 std::allocator<void*>::allocator<std::_Rb_tree_node<void*> >(std::allocator<std::_Rb_tree_node<void*> > const&) 
  0.0        0.076        0.076          30           0          3 __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) 
  0.0        0.076        0.076          30           0          3 __gnu_cxx::new_allocator<int>::~new_allocator() 
  0.0        0.076        0.076          30           0          3 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase(std::_Rb_tree_node<int>*) 
  0.0        0.051        0.076          10          10          8 std::allocator<std::pair<void* const, _data_access_log> >::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >(std::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > > const&) 
  0.0        0.051        0.076          10          10          8 std::allocator<void*>::allocator() 
  0.0        0.075        0.075          30           0          2 __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::new_allocator(__gnu_cxx::new_allocator<std::_Rb_tree_node<int> > const&) 
  0.0        0.073        0.073          30           0          2 __gnu_cxx::new_allocator<void*>::new_allocator(__gnu_cxx::new_allocator<void*> const&) 
  0.0        0.073        0.073          30           0          2 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_begin() 
  0.0        0.071        0.071          27           0          3 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_value(std::_Rb_tree_node<void*> const*) 
  0.0        0.069        0.069          27           0          3 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_right(std::_Rb_tree_node_base*) 
