Reading Profile files in profile.*

NODE 0;CONTEXT 0;THREAD 0:
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
  0.0        0.028        0.087           3           9         29 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree(std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> > const&) 
  0.0        0.049        0.085           8          16         11 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_key(std::_Rb_tree_node_base const*) 
  0.0        0.055        0.084          13          13          6 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::end() 
  0.0        0.033        0.084           8           8         10 void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) 
  0.0         0.02        0.079           3           6         26 std::_Vector_base<void*, std::allocator<void*> >::~_Vector_base() 
  0.0        0.027        0.075           3           9         25 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::~_Rb_tree() 
  0.0         0.01        0.073           1           4         73 _data_access_log::_cancel_higher_readers(int) 
  0.0         0.01         0.07           1           3         70 _data_access_log::_data_access_log() 
  0.0        0.045        0.067          12          12          6 std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*) 
  0.0        0.025        0.067           6           6         11 std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned int) 
  0.0        0.044        0.065          12          12          5 std::_Miter_base<void**>::iterator_type std::__miter_base<void**>(void**) 
  0.0        0.025        0.065           6           6         11 void std::_Destroy<void**, void*>(void**, void**, std::allocator<void*>&) 
  0.0        0.064        0.064          32           0          2 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_left(std::_Rb_tree_node_base*) 
  0.0        0.026        0.064           6           6         11 std::_Vector_base<void*, std::allocator<void*> >::_M_allocate(unsigned int) 
  0.0        0.024        0.062           6           6         10 std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) 
  0.0        0.025        0.062           6           6         10 std::_Niter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > > >(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >) 
  0.0        0.061        0.061          33           0          2 std::_Iter_base<int*, false>::_S_base(int*) 
  0.0         0.06         0.06          33           0          2 std::_Iter_base<void**, false>::_S_base(void**) 
  0.0        0.022        0.058           5           5         12 std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() 
  0.0        0.017        0.058           2           6         29 std::vector<int, std::allocator<int> >::empty() const 
  0.0        0.034        0.057           6          12         10 std::vector<int, std::allocator<int> >::max_size() const 
  0.0        0.036        0.057           6          12         10 std::vector<void*, std::allocator<void*> >::max_size() const 
  0.0         0.02        0.055           5           5         11 std::map<unsigned long, int, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::end() 
  0.0        0.011        0.053           3           3         18 std::vector<int, std::allocator<int> >::vector() 
  0.0        0.031        0.051           5          10         10 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_key(std::_Rb_tree_node_base const*) 
  0.0        0.034        0.051           8           8          6 void std::_Destroy<int*>(int*, int*) 
  0.0         0.05         0.05          25           0          2 std::_Select1st<std::pair<void* const, _data_access_log> >::operator()(std::pair<void* const, _data_access_log> const&) const 
  0.0        0.019        0.047           3           6         16 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, false>::_Rb_tree_impl(std::less<int> const&, std::allocator<std::_Rb_tree_node<int> > const&) 
  0.0        0.046        0.046          21           0          2 std::_Rb_tree_iterator<std::pair<unsigned long const, int> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) 
  0.0        0.046        0.046          24           0          2 std::less<void*>::operator()(void* const&, void* const&) const 
  0.0         0.03        0.042           6           6          7 __gnu_cxx::new_allocator<int>::allocate(unsigned int, void const*) 
  0.0        0.011        0.042           3           3         14 std::_Vector_base<int, std::allocator<int> >::_Vector_base() 
  0.0        0.028         0.04           8           5          5 std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int) 
  0.0        0.027         0.04           6           6          7 void std::_Destroy<void**>(void**, void**) 
  0.0        0.027        0.039           6           6          6 std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) 
  0.0        0.039        0.039          21           0          2 std::vector<int, std::allocator<int> >::size() const 
  0.0        0.025        0.038           6           6          6 __gnu_cxx::new_allocator<void*>::allocate(unsigned int, void const*) 
  0.0        0.026        0.038           6           6          6 std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) 
  0.0        0.024        0.037           6           6          6 std::_Iter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, true>::_S_base(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >) 
  0.0        0.025        0.037           6           6          6 std::_Miter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > > >(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >) 
  0.0        0.027        0.037           6           6          6 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::end() 
  0.0        0.024        0.037           6           5          6 std::_Vector_base<void*, std::allocator<void*> >::_M_deallocate(void**, unsigned int) 
  0.0        0.014        0.036           3           3         12 std::_Vector_base<void*, std::allocator<void*> >::_Vector_impl::~_Vector_impl() 
  0.0        0.022        0.036           5           5          7 std::allocator<int>::~allocator() 
  0.0        0.023        0.035           6           6          6 int* std::__copy_move_a<false, int*, int*>(int*, int*, int*) 
  0.0        0.035        0.035          16           0          2 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_right(std::_Rb_tree_node_base*) 
  0.0        0.035        0.035          17           0          2 std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() 
  0.0        0.022        0.035           5           5          7 std::map<unsigned long, int, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::empty() const 
  0.0        0.023        0.035           6           6          6 void** std::__copy_move_a<false, void**, void**>(void**, void**, void**) 
  0.0        0.015        0.034           3           3         11 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, false>::~_Rb_tree_impl() 
  0.0        0.016        0.034           3           3         11 std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) 
  0.0        0.014        0.033           3           3         11 std::_Vector_base<void*, std::allocator<void*> >::_Vector_impl::_Vector_impl(std::allocator<void*> const&) 
  0.0        0.023        0.033           5           5          7 std::allocator<void*>::~allocator() 
  0.0        0.023        0.033           5           5          7 std::vector<int, std::allocator<int> >::end() const 
  0.0        0.032        0.032          16           0          2 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_value(std::_Rb_tree_node<std::pair<void* const, _data_access_log> > const*) 
  0.0        0.012        0.031           3           3         10 std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() 
  0.0        0.018        0.031           5           5          6 std::vector<int, std::allocator<int> >::begin() const 
  0.0         0.03         0.03           8           0          4 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_end() 
  0.0        0.018        0.029           3           6         10 __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) 
  0.0        0.021        0.029           3           6         10 __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >::difference_type __gnu_cxx::operator-<void**, std::vector<void*, std::allocator<void*> > >(__gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > > const&, __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > > const&) 
  0.0        0.029        0.029          15           0          2 std::_Vector_base<void*, std::allocator<void*> >::_M_get_Tp_allocator() 
  0.0        0.018        0.028           5           5          6 __gnu_cxx::new_allocator<void*>::construct(void**, void* const&) 
  0.0        0.013        0.028           2           4         14 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::get_allocator() const 
  0.0        0.026        0.026          15           0          2 std::vector<void*, std::allocator<void*> >::size() const 
  0.0        0.023        0.023          10           0          2 __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) 
  0.0        0.023        0.023          12           0          2 __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const 
  0.0        0.023        0.023          12           0          2 __gnu_cxx::new_allocator<int>::max_size() const 
  0.0        0.023        0.023          12           0          2 __gnu_cxx::new_allocator<void*>::max_size() const 
  0.0        0.004        0.023           1           1         23 std::set<int, std::less<int>, std::allocator<int> >::set() 
  0.0        0.022        0.022          12           0          2 std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*) 
  0.0        0.016        0.022           3           3          7 std::allocator<std::_Rb_tree_node<int> >::allocator(std::allocator<std::_Rb_tree_node<int> > const&) 
  0.0        0.008        0.022           2           2         11 std::map<void*, _data_access_log, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::end() 
  0.0        0.015        0.021           3           3          7 int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) 
  0.0        0.008        0.021           2           2         10 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_get_node() 
  0.0        0.014         0.02           3           3          7 std::vector<void*, std::allocator<void*> >::begin() const 
  0.0        0.013         0.02           3           3          7 void** std::__copy_move_a<false, void* const*, void**>(void* const*, void* const*, void**) 
  0.0        0.019        0.019          12           0          2 __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >::base() const 
  0.0        0.005        0.019           1           1         19 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree() 
  0.0        0.013        0.019           3           3          6 std::allocator<int>::allocator() 
  0.0        0.014        0.019           3           3          6 std::allocator<std::_Rb_tree_node<int> >::~allocator() 
  0.0        0.013        0.019           3           3          6 std::allocator<void*>::allocator(std::allocator<void*> const&) 
  0.0        0.013        0.019           3           3          6 std::vector<int, std::allocator<int> >::end() 
  0.0        0.019        0.019           9           0          2 void** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<void*>(void* const*, void* const*, void**) 
  0.0        0.018        0.018          10           0          2 __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const 
  0.0        0.012        0.018           2           4          9 bool __gnu_cxx::operator==<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > const&) 
  0.0        0.018        0.018           9           0          2 int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) 
  0.0        0.018        0.018           9           0          2 operator new(unsigned int, void*) 
  0.0        0.012        0.018           2           4          9 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_key(std::_Rb_tree_node_base const*) 
  0.0        0.018        0.018           9           0          2 std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const 
  0.0        0.012        0.018           3           3          6 std::allocator<int>::allocator(std::allocator<int> const&) 
  0.0        0.012        0.018           3           3          6 std::vector<int, std::allocator<int> >::begin() 
  0.0        0.012        0.018           3           3          6 std::vector<void*, std::allocator<void*> >::end() 
  0.0        0.012        0.018           3           3          6 std::vector<void*, std::allocator<void*> >::end() const 
  0.0        0.004        0.018           1           1         18 std::vector<void*, std::allocator<void*> >::vector() 
  0.0        0.011        0.017           3           3          6 __gnu_cxx::new_allocator<int>::construct(int*, int const&) 
  0.0        0.017        0.017           8           0          2 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_value(std::_Rb_tree_node_base const*) 
  0.0        0.017        0.017           8           0          2 std::_Rb_tree_iterator<std::pair<unsigned long const, int> >::operator==(std::_Rb_tree_iterator<std::pair<unsigned long const, int> > const&) const 
  0.0        0.017        0.017           9           0          2 std::_Vector_base<void*, std::allocator<void*> >::_M_get_Tp_allocator() const 
  0.0        0.017        0.017           9           0          2 std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::operator[](unsigned int) 
  0.0        0.017        0.017           8           0          2 void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) 
  0.0        0.016        0.016           8           0          2 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_begin() 
  0.0        0.016        0.016           8           0          2 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_right(std::_Rb_tree_node_base*) 
  0.0        0.007        0.016           1           2         16 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::get_allocator() const 
  0.0         0.01        0.015           3           3          5 std::vector<void*, std::allocator<void*> >::begin() 
  0.0        0.014        0.014           5           0          3 __gnu_cxx::new_allocator<int>::~new_allocator() 
  0.0        0.006        0.014           1           2         14 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, false>::_Rb_tree_impl() 
  0.0        0.005        0.014           1           1         14 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_get_node() 
  0.0        0.004        0.014           1           1         14 std::_Vector_base<void*, std::allocator<void*> >::_Vector_base() 
  0.0        0.013        0.013           6           0          2 __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >::base() const 
  0.0        0.009        0.013           2           2          6 __gnu_cxx::new_allocator<std::_Rb_tree_node<void*> >::allocate(unsigned int, void const*) 
  0.0        0.013        0.013           5           0          3 __gnu_cxx::new_allocator<void*>::deallocate(void**, unsigned int) 
  0.0        0.013        0.013           5           0          3 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::empty() const 
  0.0        0.013        0.013           8           0          2 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_left(std::_Rb_tree_node_base*) 
  0.0        0.013        0.013           6           0          2 void std::_Destroy_aux<true>::__destroy<void**>(void**, void**) 
  0.0        0.012        0.012           6           0          2 __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) 
  0.0        0.012        0.012           6           0          2 __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >::__normal_iterator(void* const* const&) 
  0.0        0.012        0.012           5           0          2 __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned int) 
  0.0        0.012        0.012           6           0          2 std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) 
  0.0        0.012        0.012           6           0          2 std::_Iter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, false>::_S_base(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >) 
  0.0        0.012        0.012           6           0          2 std::vector<int, std::allocator<int> >::operator[](unsigned int) 
  0.0        0.011        0.011           6           0          2 __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >::__normal_iterator(void** const&) 
  0.0        0.011        0.011           6           0          2 std::_Identity<void*>::operator()(void* const&) const 
  0.0        0.011        0.011           6           0          2 std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> >::operator==(std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> > const&) const 
  0.0        0.008        0.011           2           2          6 std::allocator<void*>::allocator<std::_Rb_tree_node<void*> >(std::allocator<std::_Rb_tree_node<void*> > const&) 
  0.0        0.005        0.011           1           1         11 std::set<int, std::less<int>, std::allocator<int> >::begin() const 
  0.0        0.011        0.011           6           0          2 unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) 
  0.0         0.01         0.01           5           0          2 __gnu_cxx::new_allocator<void*>::~new_allocator() 
  0.0         0.01         0.01           5           0          2 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_end() 
  0.0         0.01         0.01           5           0          2 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_value(std::_Rb_tree_node_base const*) 
  0.0        0.006         0.01           1           2         10 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_key(std::_Rb_tree_node<void*> const*) 
  0.0         0.01         0.01           5           0          2 std::_Rb_tree_iterator<std::pair<unsigned long const, int> >::operator!=(std::_Rb_tree_iterator<std::pair<unsigned long const, int> > const&) const 
  0.0        0.004         0.01           1           1         10 std::_Vector_base<void*, std::allocator<void*> >::_Vector_impl::_Vector_impl() 
  0.0        0.007        0.009           1           1          9 __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >::allocate(unsigned int, void const*) 
  0.0        0.009        0.009           5           0          2 std::_Rb_tree_iterator<void*>::_Rb_tree_iterator(std::_Rb_tree_node<void*>*) 
  0.0        0.008        0.008           3           0          3 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_begin() 
  0.0        0.008        0.008           4           0          2 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, false>::_M_initialize() 
  0.0        0.008        0.008           4           0          2 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_begin() 
  0.0        0.008        0.008           4           0          2 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_end() 
  0.0        0.005        0.007           1           1          7 std::allocator<std::pair<void* const, _data_access_log> >::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >(std::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > > const&) 
  0.0        0.005        0.007           1           1          7 std::allocator<std::pair<void* const, _data_access_log> >::~allocator() 
  0.0        0.007        0.007           3           0          2 std::ceil(float) 
  0.0        0.007        0.007           4           0          2 std::vector<void*, std::allocator<void*> >::operator[](unsigned int) 
  0.0        0.006        0.006           3           0          2 __gnu_cxx::new_allocator<int>::new_allocator() 
  0.0        0.006        0.006           3           0          2 __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) 
  0.0        0.006        0.006           3           0          2 __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::new_allocator(__gnu_cxx::new_allocator<std::_Rb_tree_node<int> > const&) 
  0.0        0.006        0.006           3           0          2 __gnu_cxx::new_allocator<void*>::new_allocator(__gnu_cxx::new_allocator<void*> const&) 
  0.0        0.006        0.006           3           0          2 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase(std::_Rb_tree_node<int>*) 
  0.0        0.006        0.006           3           0          2 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_Node_allocator() const 
  0.0        0.006        0.006           3           0          2 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_root() const 
  0.0        0.004        0.006           1           1          6 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::begin() const 
  0.0        0.004        0.006           1           1          6 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::begin() 
  0.0        0.004        0.006           1           1          6 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::begin() 
  0.0        0.006        0.006           3           0          2 std::_Rb_tree_iterator<std::pair<unsigned long const, int> >::operator->() const 
  0.0        0.004        0.006           1           1          6 std::allocator<std::_Rb_tree_node<int> >::allocator() 
  0.0        0.004        0.006           1           1          6 std::allocator<void*>::allocator() 
  0.0        0.004        0.006           1           1          6 std::set<int, std::less<int>, std::allocator<int> >::empty() const 
  0.0        0.005        0.005           3           0          2 __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::~new_allocator() 
  0.0        0.005        0.005           3           0          2 __gnu_cxx::new_allocator<void*>::new_allocator() 
  0.0        0.005        0.005           2           0          2 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_begin() 
  0.0        0.004        0.004           2           0          2 __gnu_cxx::new_allocator<std::_Rb_tree_node<void*> >::max_size() const 
  0.0        0.004        0.004           2           0          2 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_get_Node_allocator() const 
  0.0        0.004        0.004           2           0          2 std::_Rb_tree_const_iterator<void*>::_Rb_tree_const_iterator(std::_Rb_tree_iterator<void*> const&) 
  0.0        0.004        0.004           2           0          2 std::pair<std::_Rb_tree_const_iterator<void*>, bool>::pair(std::_Rb_tree_const_iterator<void*> const&, bool const&) 
  0.0        0.004        0.004           2           0          2 std::pair<std::_Rb_tree_iterator<void*>, bool>::pair(std::_Rb_tree_iterator<void*> const&, bool const&) 
  0.0        0.003        0.003           1           0          3 std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> >::operator--() 
  0.0        0.002        0.002           1           0          2 __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::new_allocator() 
  0.0        0.002        0.002           1           0          2 __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >::max_size() const 
  0.0        0.002        0.002           1           0          2 __gnu_cxx::new_allocator<std::pair<void* const, _data_access_log> >::new_allocator() 
  0.0        0.002        0.002           1           0          2 __gnu_cxx::new_allocator<std::pair<void* const, _data_access_log> >::~new_allocator() 
  0.0        0.002        0.002           1           0          2 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::empty() const 
  0.0        0.002        0.002           1           0          2 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_get_Node_allocator() const 
  0.0        0.002        0.002           1           0          2 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_right(std::_Rb_tree_node_base*) 
  0.0        0.002        0.002           1           0          2 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_value(std::_Rb_tree_node<void*> const*) 
  0.0        0.002        0.002           2           0          1 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_value(std::_Rb_tree_node_base const*) 
  0.0        0.002        0.002           1           0          2 std::_Rb_tree_const_iterator<int>::_Rb_tree_const_iterator(std::_Rb_tree_node<int> const*) 
  0.0        0.002        0.002           1           0          2 std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> >::operator->() const 
  0.0        0.002        0.002           1           0          2 std::_Rb_tree_iterator<void*>::operator==(std::_Rb_tree_iterator<void*> const&) const 
  0.0        0.002        0.002           1           0          2 std::pair<std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> >, bool>::pair(std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> > const&, bool const&) 

NODE 0;CONTEXT 0;THREAD 36:
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
100.0        0.026          211           1           8     211005 get_primes(void*) 
 95.6          201          201           2           8     100904 loop_speculator::get_shared_data() 
  4.2            1            8           2          48       4390 int loop_speculator::write_data<bool>(bool*&, bool*) 
  0.9        0.052            1           6          18        328 _data_access_log::_data_access_log(_data_access_log const&) 
  0.7        0.034            1           8           8        176 std::map<unsigned long, int, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::find(unsigned long const&) 
  0.7        0.133            1           8          56        172 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::find(unsigned long const&) 
  0.6        0.029            1           4           8        305 std::vector<int, std::allocator<int> >::push_back(int const&) 
  0.6         0.03            1           4           8        296 std::vector<void*, std::allocator<void*> >::push_back(void* const&) 
  0.6        0.137            1           4          56        291 std::vector<int, std::allocator<int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) 
  0.5        0.132            1           4          56        282 std::vector<void*, std::allocator<void*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >, void* const&) 
