Reading Profile files in profile.*

NODE 0;CONTEXT 0;THREAD 0:
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
  0.4        0.056            1          10          10        173 std::pair<void* const, _data_access_log>::~pair() 
  0.4            1            1         120         240         14 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_key(std::_Rb_tree_node<std::pair<void* const, _data_access_log> > const*) 
  0.4        0.055            1          10          10        164 std::pair<void*, _data_access_log>::~pair() 
  0.3        0.177            1          30          30         42 std::set<int, std::less<int>, std::allocator<int> >::set(std::set<int, std::less<int>, std::allocator<int> > const&) 
  0.3        0.436            1          20         140         62 std::vector<void*, std::allocator<void*> >::_M_check_len(unsigned int, char const*) const 
  0.3         0.44            1          20         140         62 std::vector<int, std::allocator<int> >::_M_check_len(unsigned int, char const*) const 
  0.3        0.844            1         150         150          8 std::_Niter_base<void**>::iterator_type std::__niter_base<void**>(void**) 
  0.3        0.817            1         150         150          8 std::_Niter_base<int*>::iterator_type std::__niter_base<int*>(int*) 
  0.3         0.26            1          30          60         38 std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned int, std::allocator<int> const&) 
  0.3        0.343            1          30          90         37 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree(std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> > const&) 
  0.3        0.254            1          30          60         36 std::_Vector_base<void*, std::allocator<void*> >::_Vector_base(unsigned int, std::allocator<void*> const&) 
  0.3        0.165            1          30          30         36 std::set<int, std::less<int>, std::allocator<int> >::~set() 
  0.3        0.194            1          10          57        107 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_insert_(std::_Rb_tree_node_base const*, std::_Rb_tree_node_base const*, void* const&) 
  0.2        0.262        0.943          30          60         31 std::_Vector_base<void*, std::allocator<void*> >::~_Vector_base() 
  0.2         0.12        0.942          10          30         94 _data_access_log::_data_access_log() 
  0.2         0.25        0.915          30          60         30 std::_Vector_base<int, std::allocator<int> >::~_Vector_base() 
  0.2         0.35        0.914          30          90         30 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::~_Rb_tree() 
  0.2        0.323        0.831          60          60         14 std::_Niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) 
  0.2        0.327         0.82          60          60         14 std::_Niter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > > >::iterator_type std::__niter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > > >(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >) 
  0.2         0.28        0.719          50          50         14 std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned int) 
  0.2        0.293        0.718          50          50         14 std::_Vector_base<void*, std::allocator<void*> >::_M_allocate(unsigned int) 
  0.2        0.276         0.69          50          50         14 void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&) 
  0.2        0.272        0.683          50          50         14 void std::_Destroy<void**, void*>(void**, void**, std::allocator<void*>&) 
  0.2        0.143        0.649          10          40         65 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_create_node(void* const&) 
  0.2        0.433        0.642          80          80          8 std::_Miter_base<int*>::iterator_type std::__miter_base<int*>(int*) 
  0.2        0.422        0.632          80          80          8 std::_Miter_base<void**>::iterator_type std::__miter_base<void**>(void**) 
  0.2        0.631        0.631         229           0          3 std::_Select1st<std::pair<void* const, _data_access_log> >::operator()(std::pair<void* const, _data_access_log> const&) const 
  0.1        0.605        0.605         230           0          3 std::_Iter_base<void**, false>::_S_base(void**) 
  0.1        0.596        0.596         230           0          3 std::_Iter_base<int*, false>::_S_base(int*) 
  0.1        0.255        0.594          30          60         20 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, false>::_Rb_tree_impl(std::less<int> const&, std::allocator<std::_Rb_tree_node<int> > const&) 
  0.1        0.556        0.556         192           0          3 std::less<unsigned long>::operator()(unsigned long const&, unsigned long const&) const 
  0.1        0.551        0.551         192           0          3 std::_Select1st<std::pair<unsigned long const, int> >::operator()(std::pair<unsigned long const, int> const&) const 
  0.1         0.33        0.548          40          80         14 std::vector<void*, std::allocator<void*> >::max_size() const 
  0.1        0.544        0.544         194           0          3 std::less<void*>::operator()(void* const&, void* const&) const 
  0.1        0.325        0.535          40          80         13 std::vector<int, std::allocator<int> >::max_size() const 
  0.1        0.345        0.508          60          60          8 std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, true>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) 
  0.1        0.343        0.507          60          60          8 std::_Miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) 
  0.1        0.331        0.493          60          60          8 std::_Iter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, true>::_S_base(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >) 
  0.1        0.326        0.479          60          60          8 std::_Miter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > > >::iterator_type std::__miter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > > >(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >) 
  0.1        0.462        0.462         160           0          3 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_value(std::_Rb_tree_node<std::pair<unsigned long const, int> > const*) 
  0.1        0.304        0.461          53          53          9 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::end() 
  0.1        0.282        0.455          32          64         14 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_key(std::_Rb_tree_node_base const*) 
  0.1        0.301        0.439          50          50          9 __gnu_cxx::new_allocator<int>::allocate(unsigned int, void const*) 
  0.1        0.171        0.431          30          30         14 std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) 
  0.1        0.291        0.425          50          50          8 __gnu_cxx::new_allocator<void*>::allocate(unsigned int, void const*) 
  0.1        0.166         0.42          30          30         14 std::_Vector_base<void*, std::allocator<void*> >::_Vector_impl::~_Vector_impl() 
  0.1        0.279        0.414          50          50          8 void std::_Destroy<int*>(int*, int*) 
  0.1        0.164        0.413          30          30         14 std::_Vector_base<void*, std::allocator<void*> >::_Vector_impl::_Vector_impl(std::allocator<void*> const&) 
  0.1        0.166        0.411          30          30         14 std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() 
  0.1        0.277        0.411          50          50          8 void std::_Destroy<void**>(void**, void**) 
  0.1        0.165        0.407          30          30         14 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, false>::~_Rb_tree_impl() 
  0.1        0.246        0.404          29          58         14 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_key(std::_Rb_tree_node_base const*) 
  0.1        0.233        0.386          27          54         14 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_key(std::_Rb_tree_node<void*> const*) 
  0.1         0.25        0.372          50          40          7 std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int) 
  0.1        0.251        0.372          50          40          7 std::_Vector_base<void*, std::allocator<void*> >::_M_deallocate(void**, unsigned int) 
  0.1        0.364        0.364         128           0          3 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_left(std::_Rb_tree_node_base*) 
  0.1         0.23        0.338          40          40          8 std::allocator<void*>::~allocator() 
  0.1        0.227        0.335          40          40          8 int* std::__copy_move_a<false, int*, int*>(int*, int*, int*) 
  0.1        0.327        0.327         120           0          3 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_value(std::_Rb_tree_node<std::pair<void* const, _data_access_log> > const*) 
  0.1        0.217        0.327          40          40          8 void** std::__copy_move_a<false, void**, void**>(void**, void**, void**) 
  0.1        0.321        0.321         120           0          3 std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() 
  0.1         0.32         0.32         120           0          3 std::_Vector_base<void*, std::allocator<void*> >::_M_get_Tp_allocator() 
  0.1        0.128        0.314          21          21         15 std::map<unsigned long, int, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::end() 
  0.1        0.058        0.314          10          10         31 std::set<int, std::less<int>, std::allocator<int> >::set() 
  0.1        0.293        0.293         110           0          3 std::vector<int, std::allocator<int> >::size() const 
  0.1          0.2        0.289          30          30         10 int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) 
  0.1        0.286        0.286         110           0          3 std::vector<void*, std::allocator<void*> >::size() const 
  0.1        0.277        0.277         102           0          3 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_right(std::_Rb_tree_node_base*) 
  0.1        0.168        0.271          20          40         14 __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) 
  0.1        0.166        0.267          20          40         13 __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >::difference_type __gnu_cxx::operator-<void**, std::vector<void*, std::allocator<void*> > >(__gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > > const&, __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > > const&) 
  0.1        0.174         0.26          30          30          9 std::allocator<int>::allocator(std::allocator<int> const&) 
  0.1        0.059        0.256          10          10         26 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree() 
  0.1        0.057        0.255          10          10         26 std::vector<int, std::allocator<int> >::vector() 
  0.1         0.17        0.253          30          30          8 std::vector<int, std::allocator<int> >::begin() const 
  0.1        0.055        0.253          10          10         25 std::vector<void*, std::allocator<void*> >::vector() 
  0.1        0.166        0.252          30          30          8 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::end() 
  0.1        0.172        0.252          30          30          8 std::allocator<std::_Rb_tree_node<int> >::allocator(std::allocator<std::_Rb_tree_node<int> > const&) 
  0.1        0.152         0.25          18          36         14 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_key(std::_Rb_tree_node_base const*) 
  0.1         0.25         0.25          85           0          3 std::_Rb_tree_iterator<std::pair<unsigned long const, int> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<unsigned long const, int> >*) 
  0.1        0.171        0.249          30          30          8 std::allocator<void*>::allocator(std::allocator<void*> const&) 
  0.1        0.166        0.248          30          30          8 void** std::__copy_move_a<false, void* const*, void**>(void* const*, void* const*, void**) 
  0.1        0.166        0.247          30          30          8 std::vector<void*, std::allocator<void*> >::end() const 
  0.1        0.165        0.245          30          30          8 std::allocator<int>::~allocator() 
  0.1        0.244        0.244          90           0          3 __gnu_cxx::new_allocator<int>::max_size() const 
  0.1        0.162        0.244          30          30          8 std::vector<int, std::allocator<int> >::end() const 
  0.1        0.243        0.243          90           0          3 __gnu_cxx::new_allocator<void*>::max_size() const 
  0.1        0.242        0.242          90           0          3 std::_Identity<void*>::operator()(void* const&) const 
  0.1        0.162        0.242          30          30          8 std::allocator<std::_Rb_tree_node<int> >::~allocator() 
  0.1        0.159        0.238          30          30          8 __gnu_cxx::new_allocator<void*>::construct(void**, void* const&) 
  0.1        0.161        0.237          30          30          8 std::vector<void*, std::allocator<void*> >::begin() const 
  0.1        0.209        0.209          80           0          3 __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const 
  0.0        0.206        0.206          80           0          3 __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >::base() const 
  0.0        0.088          0.2          10          20         20 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::get_allocator() const 
  0.0        0.092        0.198          10          20         20 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::get_allocator() const 
  0.0        0.057        0.198          10          10         20 std::_Vector_base<int, std::allocator<int> >::_Vector_base() 
  0.0        0.056        0.198          10          10         20 std::_Vector_base<void*, std::allocator<void*> >::_Vector_base() 
  0.0        0.197        0.197          70           0          3 int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) 
  0.0        0.087        0.197          10          20         20 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, false>::_Rb_tree_impl() 
  0.0        0.192        0.192          70           0          3 void** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<void*>(void* const*, void* const*, void**) 
  0.0         0.19         0.19          70           0          3 std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const 
  0.0        0.127        0.188          21          21          9 std::map<unsigned long, int, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::empty() const 
  0.0        0.187        0.187          70           0          3 std::_Vector_base<void*, std::allocator<void*> >::_M_get_Tp_allocator() const 
  0.0        0.165        0.165          60           0          3 __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) 
  0.0        0.114        0.165          20          20          8 __gnu_cxx::new_allocator<int>::construct(int*, int const&) 
  0.0        0.165        0.165          61           0          3 std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> >::_Rb_tree_iterator(std::_Rb_tree_node<std::pair<void* const, _data_access_log> >*) 
  0.0        0.164        0.164          60           0          3 std::_Iter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, false>::_S_base(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) 
  0.0        0.111        0.164          20          20          8 std::vector<void*, std::allocator<void*> >::end() 
  0.0        0.163        0.163          60           0          3 __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const 
  0.0        0.162        0.162          60           0          3 __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >::base() const 
  0.0        0.109        0.162          20          20          8 std::vector<int, std::allocator<int> >::end() 
  0.0        0.107        0.161          20          20          8 std::vector<void*, std::allocator<void*> >::begin() 
  0.0        0.067        0.159          10          10         16 std::map<void*, _data_access_log, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::end() 
  0.0        0.157        0.157          60           0          3 __gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >::__normal_iterator(void* const* const&) 
  0.0        0.107        0.157          20          20          8 std::vector<int, std::allocator<int> >::begin() 
  0.0        0.156        0.156          60           0          3 operator new(unsigned int, void*) 
  0.0        0.153        0.153          60           0          3 std::_Iter_base<__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >, false>::_S_base(__gnu_cxx::__normal_iterator<void* const*, std::vector<void*, std::allocator<void*> > >) 
  0.0        0.056        0.146          10          10         15 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_get_node() 
  0.0        0.055        0.145          10          10         14 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_get_node() 
  0.0        0.057        0.142          10          10         14 std::_Vector_base<void*, std::allocator<void*> >::_Vector_impl::_Vector_impl() 
  0.0        0.058        0.141          10          10         14 std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl() 
  0.0        0.135        0.135          50           0          3 void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) 
  0.0        0.134        0.134          50           0          3 void std::_Destroy_aux<true>::__destroy<void**>(void**, void**) 
  0.0        0.122        0.122          40           0          3 __gnu_cxx::new_allocator<int>::deallocate(int*, unsigned int) 
  0.0        0.121        0.121          40           0          3 __gnu_cxx::new_allocator<void*>::deallocate(void**, unsigned int) 
  0.0        0.113        0.113          40           0          3 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, false>::_M_initialize() 
  0.0        0.108        0.108          40           0          3 __gnu_cxx::new_allocator<void*>::~new_allocator() 
  0.0        0.107        0.107          40           0          3 __gnu_cxx::__normal_iterator<void**, std::vector<void*, std::allocator<void*> > >::__normal_iterator(void** const&) 
  0.0        0.107        0.107          40           0          3 unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) 
  0.0        0.104        0.104          32           0          3 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_end() 
  0.0        0.103        0.103          40           0          3 __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) 
  0.0        0.092        0.092          33           0          3 std::vector<_loop_spec_thread, std::allocator<_loop_spec_thread> >::operator[](unsigned int) 
  0.0        0.091        0.091          32           0          3 std::_Rb_tree_iterator<std::pair<unsigned long const, int> >::operator==(std::_Rb_tree_iterator<std::pair<unsigned long const, int> > const&) const 
  0.0        0.062         0.09          10          10          9 __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >::allocate(unsigned int, void const*) 
  0.0        0.062         0.09          10          10          9 __gnu_cxx::new_allocator<std::_Rb_tree_node<void*> >::allocate(unsigned int, void const*) 
  0.0        0.089        0.089          32           0          3 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_right(std::_Rb_tree_node_base*) 
  0.0        0.088        0.088          32           0          3 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_S_value(std::_Rb_tree_node_base const*) 
  0.0        0.087        0.087          32           0          3 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::_M_begin() 
  0.0        0.086        0.086          30           0          3 __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) 
  0.0        0.056        0.085          10          10          8 std::allocator<void*>::allocator() 
  0.0        0.059        0.084          10          10          8 std::allocator<std::_Rb_tree_node<int> >::allocator() 
  0.0        0.056        0.084          10          10          8 std::allocator<std::pair<void* const, _data_access_log> >::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >(std::allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > > const&) 
  0.0        0.056        0.083          10          10          8 std::allocator<int>::allocator() 
  0.0        0.081        0.081          30           0          3 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_get_Node_allocator() const 
  0.0        0.081        0.081          29           0          3 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_value(std::_Rb_tree_node_base const*) 
  0.0        0.053        0.081          10          10          8 std::allocator<std::pair<void* const, _data_access_log> >::~allocator() 
  0.0         0.08         0.08          30           0          3 __gnu_cxx::new_allocator<int>::~new_allocator() 
  0.0         0.08         0.08          30           0          3 __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::new_allocator(__gnu_cxx::new_allocator<std::_Rb_tree_node<int> > const&) 
  0.0         0.08         0.08          30           0          3 __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::~new_allocator() 
  0.0         0.08         0.08          30           0          3 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase(std::_Rb_tree_node<int>*) 
  0.0         0.08         0.08          30           0          3 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_end() 
  0.0        0.054        0.079          10          10          8 std::allocator<void*>::allocator<std::_Rb_tree_node<void*> >(std::allocator<std::_Rb_tree_node<void*> > const&) 
  0.0        0.078        0.078          30           0          3 __gnu_cxx::new_allocator<void*>::new_allocator(__gnu_cxx::new_allocator<void*> const&) 
  0.0        0.078        0.078          30           0          3 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_root() const 
  0.0        0.078        0.078          20           0          4 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_begin() 
  0.0        0.078        0.078          27           0          3 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_value(std::_Rb_tree_node<void*> const*) 
  0.0        0.077        0.077          30           0          3 std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_begin() 
  0.0        0.074        0.074          27           0          3 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_right(std::_Rb_tree_node_base*) 
  0.0        0.063        0.063          21           0          3 std::_Rb_tree_iterator<std::pair<unsigned long const, int> >::operator!=(std::_Rb_tree_iterator<std::pair<unsigned long const, int> > const&) const 
  0.0        0.061        0.061          21           0          3 std::_Rb_tree<unsigned long, std::pair<unsigned long const, int>, std::_Select1st<std::pair<unsigned long const, int> >, std::less<unsigned long>, std::allocator<std::pair<unsigned long const, int> > >::empty() const 
  0.0        0.057        0.057          21           0          3 std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> >::operator==(std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> > const&) const 
  0.0        0.054        0.054          20           0          3 __gnu_cxx::new_allocator<void*>::new_allocator() 
  0.0        0.054        0.054          20           0          3 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_end() 
  0.0        0.053        0.053          18           0          3 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_S_left(std::_Rb_tree_node_base*) 
  0.0        0.052        0.052          21           0          2 std::_Rb_tree_iterator<void*>::_Rb_tree_iterator(std::_Rb_tree_node<void*>*) 
  0.0        0.049        0.049          18           0          3 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_S_value(std::_Rb_tree_node_base const*) 
  0.0        0.033        0.033          11           0          3 std::_Rb_tree_iterator<std::pair<unsigned long const, int> >::operator->() const 
  0.0        0.028        0.028          10           0          3 __gnu_cxx::new_allocator<std::_Rb_tree_node<std::pair<void* const, _data_access_log> > >::max_size() const 
  0.0        0.028        0.028          10           0          3 __gnu_cxx::new_allocator<std::_Rb_tree_node<void*> >::max_size() const 
  0.0        0.028        0.028          10           0          3 __gnu_cxx::new_allocator<std::pair<void* const, _data_access_log> >::new_allocator() 
  0.0        0.028        0.028          10           0          3 __gnu_cxx::new_allocator<std::pair<void* const, _data_access_log> >::~new_allocator() 
  0.0        0.028        0.028          10           0          3 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::_M_get_Node_allocator() const 
  0.0        0.028        0.028          10           0          3 std::pair<std::_Rb_tree_const_iterator<void*>, bool>::pair(std::_Rb_tree_const_iterator<void*> const&, bool const&) 
  0.0        0.027        0.027          10           0          3 __gnu_cxx::new_allocator<int>::new_allocator() 
  0.0        0.027        0.027          10           0          3 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_begin() 
  0.0        0.027        0.027          10           0          3 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::_M_get_Node_allocator() const 
  0.0        0.027        0.027          10           0          3 std::_Rb_tree_const_iterator<void*>::_Rb_tree_const_iterator(std::_Rb_tree_iterator<void*> const&) 
  0.0        0.026        0.026          10           0          3 std::pair<std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> >, bool>::pair(std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> > const&, bool const&) 
  0.0        0.025        0.025          10           0          2 __gnu_cxx::new_allocator<std::_Rb_tree_node<int> >::new_allocator() 
  0.0        0.025        0.025          10           0          2 std::pair<std::_Rb_tree_iterator<void*>, bool>::pair(std::_Rb_tree_iterator<void*> const&, bool const&) 
  0.0        0.004        0.006           1           1          6 std::_Rb_tree<void*, std::pair<void* const, _data_access_log>, std::_Select1st<std::pair<void* const, _data_access_log> >, std::less<void*>, std::allocator<std::pair<void* const, _data_access_log> > >::begin() 
  0.0        0.004        0.006           1           1          6 std::_Rb_tree<void*, void*, std::_Identity<void*>, std::less<void*>, std::allocator<void*> >::begin() 
  0.0        0.002        0.002           1           0          2 std::_Rb_tree_iterator<std::pair<void* const, _data_access_log> >::operator--() 
  0.0        0.002        0.002           1           0          2 std::_Rb_tree_iterator<void*>::operator==(std::_Rb_tree_iterator<void*> const&) const 

NODE 0;CONTEXT 0;THREAD 8:
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
100.0        0.072          433           1          21     433182 initialize(void*) 
 76.8          330          332          10          40      33271 loop_speculator::get_shared_data() 
 23.1           51          100          10         240      10010 int loop_speculator::write_data<bool>(bool*&, bool*) 
  3.2        0.335           14          30          90        469 _data_access_log::_data_access_log(_data_access_log const&) 
